MSFT,XOM,GE,JPM,INTC,C,date
0.00665182746034677,0.00410157702107505,-0.00834472053556421,0.00494176931922958,0.00192714186867323,0.00276816509327297,2015-01-02
-0.00934654316964306,-0.027743311243092,-0.0185265618141595,-0.0315371077982067,-0.0113400560740805,-0.0320222841228616,2015-01-05
-0.0146781996320895,-0.00533018020497256,-0.0217804819618251,-0.0262710827191262,-0.0188128572801658,-0.0358396354438721,2015-01-06
0.0126249686402503,0.0100820053520175,0.0004149139113171,0.00152483684516575,0.0207580530845094,0.00922729725013093,2015-01-07
0.028993593997765,0.016507990248708,0.0119710600811714,0.0220999863448632,0.018430117207528,0.0149359020159776,2015-01-08
-0.00844052118960295,-0.00141099498539627,-0.0140502440228272,-0.0175399291295306,0.00190618208002693,-0.0225861577250189,2015-01-09
-0.0125818201861584,-0.0194050663340128,-0.00208316828916207,-0.00863215003537345,-0.00436250188900788,-0.00790818744814509,2015-01-12
-0.00527086664381416,-0.00365968849819085,-0.00501656193212743,0.000169985551637461,-0.00273573872301336,-0.00717165495124853,2015-01-13
-0.00866644538694449,-0.00289318121546277,-0.00335863390167344,-0.0351091771135679,-0.00411846926374807,-0.019582491527836,2015-01-14
-0.0103897874000532,-0.00872999576501501,-0.00844556358352994,-0.0325614155765787,-0.00441171732960897,-0.0378109073965921,2015-01-15
0.0165729075578493,0.0239909030351638,0.000423910137400244,0.0169495415070504,0.00715831799831186,0.00801380352857048,2015-01-16
0.00323874958383574,-0.000329054132373383,0.0109617004346119,-0.00394175853272997,-0.00992610114670982,-0.0073781517439791,2015-01-20
-0.0101836780765139,0.00852654547440816,0.00793443892157204,0.00322579153551695,0.0107480324066473,0.0101057643173157,2015-01-21
0.0260088191810509,0.0108261848048528,0.00993349902834547,0.0299635746790591,0.0117180744041477,0.0376165425439679,2015-01-22
0.00106043753731343,-0.0215505540304445,0.00820326106064447,-0.015927166604423,-0.0126780276378541,-0.0193510292819146,2015-01-23
-0.00360950643766478,0.00952647866428091,0.00448293660745606,0.0015867404612553,-0.0177170236801631,0.00553763893592175,2015-01-26
-0.0970980771406679,-0.00886618874765511,-0.00857667475085924,-0.0100917508525048,-0.0463005159171947,-0.0119339268796172,2015-01-27
-0.0350667129711638,-0.0335412717567,-0.022397972292266,-0.0261396840934899,-0.0120665083782151,-0.0251537188835402,2015-01-28
0.0197124271498375,-0.00421587432276268,0.0100166652866543,0.0166643747956763,0.0127967709455886,0.0109775258799502,2015-01-29
-0.0390776833825267,-0.0018286710000883,-0.00792129074800968,-0.0234446915678112,-0.0347985055426955,-0.0141699208144962,2015-01-30
0.021548161787583,0.0244076939561315,0.0133060801615722,0.019845763620697,0.0182936462194281,0.0162669724638719,2015-02-02
0.00772210763236993,0.0293704349869839,0.0106817464718553,0.0222848381778434,0.0014848969945756,0.0240172626417043,2015-02-03
0.00575242304391676,-0.00860088176928199,-0.0127499360933573,-0.00601203612647713,0.00414539596122134,-0.0098685341986057,2015-02-04
0.0144737481243042,0.00979190246246923,0.0139748946881375,0.00689318730073109,0.0100681456949053,0.0028888233289672,2015-02-05
-0.000942443960829297,-0.0018426967232648,0.000815667253001991,0.019536905720819,-0.0191868968970543,0.0122852266236358,2015-02-06
-0.00117969556726966,0.000655784926053856,0.00488206331159341,-0.0012097314300921,-0.011023536532424,0.00142298707349097,2015-02-09
0.0056500085984189,-0.00602511460388091,0.0032417398788333,0.0110081869676199,0.0231138059552042,0.00365132578922342,2015-02-10
-0.00517737952913539,-0.00451517809220704,0.0020209564910484,-0.00154118701882918,-0.00446093519248887,0.00585482700177027,2015-02-11
0.0166142163786654,0.0193476218361092,0.0048333007608247,0.0203505163932198,0.0169937842265495,0.0240641224488848,2015-02-12
0.0179401095726549,0.0107678184013294,0.0103918175419924,0.00167759205523918,0.00686239978079735,0.00607351878837947,2015-02-13
0.000455896063595479,-0.00343288561501558,0.000794684154886926,0.00718016083907342,0.0108548721273829,0.00952449762480985,2015-02-17
-0.00114765830793429,-0.0221679023551033,0.00317296083149558,-0.0122203654331683,-0.0136233782402837,-0.00523668754533484,2015-02-18
-0.000689237469584011,-0.0174015322334706,-0.000396078428705814,-0.00236078446003234,-0.00160628939233445,-0.00585108425677426,2015-02-19
0.00812787911716312,0.00535264898054764,0.00796519345427185,0.0095769938448463,0.00582897844844269,0.0128283635588431,2015-02-20
0.00670447469754602,-0.0101715553214964,-0.00158826061841082,-0.00755345565491425,-0.0190706952238232,-0.00892369802104127,2015-02-23
-0.00135992427799076,0.00459542484235059,0.00870301862913543,0.0244662455078619,0.0190709871637808,0.0112386095765585,2015-02-24
-0.00227057580735775,0.00201097663040702,0.0202740847700884,0.00524720928698111,-0.0136061452065852,0.00365431485075273,2015-02-25
0.00147690883303096,-0.0106596123338171,-0.000772298145455398,0.0071712251891561,-0.00872797823062355,0.00612420869289951,2015-02-26
-0.00466385890190734,-0.00124177067817377,0.0038555577755514,-0.00488390688129282,-0.0119582153046658,0.000190981761822343,2015-02-27
0.000683766178616383,-0.00566300458486638,0.00460637434870214,0.00796420138733497,0.0240690035525219,0.0202064673104508,2015-03-02
-0.0137683502219143,-0.00478241755039719,-0.00962113504405476,0.00323276896701489,0.00102747196984571,0.00447696342703595,2015-03-03
-0.0052125618262113,-0.00503465262074995,-0.0077640624804623,0.00257867236473881,0.000732731486705579,-0.00111762430944577,2015-03-04
0.00127618532898281,-0.00505977912011236,0.00621564280723,-0.0020941912886506,-0.0114958245134845,-0.00205210412613083,2015-03-05
-0.017550106127886,-0.012879586937738,-0.0156132549837121,-0.0180651975018237,-0.0161395445831492,-0.00937884418278736,2015-03-06
0.0115006136920164,-0.00550411991469046,0.00861776020684042,0.00996815247654031,-0.0142622237161693,-0.00207515163857876,2015-03-09
-0.0193224825841028,-0.0106242378775062,-0.0185010946573675,-0.0253598601505211,-0.031670249778844,-0.033022283173138,2015-03-10
-0.0011907086122215,-0.00285206326862642,0.000794684154886926,0.0046591293807231,0.0196790902540288,0.0212447242292779,2015-03-11
-0.0231335285936942,0.00237717228575127,0.00830243917171994,0.0185842383028389,-0.0484814618229048,0.0328949785842526,2015-03-12
0.00873771474322348,-0.00416466017077509,-0.014274396163227,-0.00604724780146484,0.0042121165687024,-0.010035184453133,2015-03-13
0.00434056609842021,0.010556087939352,0.0162413916565599,0.0138378142932298,-0.00323823743596691,0.00279808171564862,2015-03-16
0.00324273664184534,-0.00805535744992271,-0.00551618621903298,-0.00388754672719251,-0.00781546130968894,0.00279010403719289,2015-03-17
0.0191229846267086,0.023392255297054,0.0129537369025616,0.00226942291069317,0.00975922348440711,-0.00223148791823408,2015-03-18
-0.00507184006406229,-0.0194754208340534,-0.0121636785009082,-0.00894690445386548,-0.00486782867690632,-0.0252603737362319,2015-03-19
0.0139729224415908,0.00153881541601704,0.00276018717614752,0.00894685724486445,0.0183731747429641,0.0113898882524369,2015-03-20
-0.000583170010580657,0.0104729665325733,0.0027522091953744,-0.00992812109980645,-0.00351918507419232,-0.0094828201533276,2015-03-23
0.00104944913557137,-0.0107091386750182,-0.00788298927712774,-0.0111843118947044,-0.0132281068965661,-0.0103433080585964,2015-03-24
-0.0341422703012575,0.00401492937367881,-0.0143484484086415,-0.0141587638980447,-0.0296657079557566,-0.0108405469779882,2015-03-25
-0.00604825386754027,-0.00638333017097016,-0.00442577932896432,-0.00117468967784071,0.00633687950115444,-0.00370485450585965,2015-03-26
-0.00584102562500966,-0.0088147358852756,0.00241607892926498,0.000167985889580291,0.0618756037180675,-0.00371890656875297,2015-03-27
