date,P,D,E,CPI,Date_frac,long_int,P_r,D_r,E_r,P_E10,R_r,PD_r
195508,42.43,1.6,3.37,26.8,1955.62,2.97,342.98,12.96,27.21,18.22,-0.006085545,26.46450617
195509,44.34,1.62,3.44,26.9,1955.71,2.97,357.09,13.05,27.7,18.84,0.041139425,27.36321839
195510,42.11,1.63,3.5,26.9,1955.79,2.88,339.13,13.1,28.19,17.77,-0.050295444,25.88778626
195511,44.95,1.63,3.56,26.9,1955.87,2.89,362,13.15,28.67,18.84,0.067437266,27.52851711
195512,45.37,1.64,3.62,26.8,1955.96,2.96,366.75,13.26,29.26,18.94,0.013121547,27.65837104
195601,44.15,1.67,3.64,26.8,1956.04,2.9,356.88,13.5,29.45,18.29,-0.026912065,26.43555556
195602,44.43,1.7,3.67,26.8,1956.12,2.84,359.15,13.74,29.64,18.27,0.006360681,26.13901019
195603,47.49,1.73,3.69,26.8,1956.21,2.96,383.88,13.98,29.83,19.37,0.068857024,27.45922747
195604,48.05,1.75,3.66,26.9,1956.29,3.18,386.97,14.12,29.48,19.37,0.00804939,27.40580737
195605,46.54,1.78,3.63,27,1956.37,3.07,373.42,14.26,29.13,18.54,-0.035015634,26.18653576
195606,46.27,1.8,3.6,27.2,1956.46,3,368.52,14.34,28.67,18.16,-0.013121954,25.69874477
195607,48.78,1.81,3.55,27.4,1956.54,3.11,385.68,14.34,28.09,18.86,0.046564637,26.89539749
195608,48.49,1.83,3.51,27.3,1956.62,3.33,384.79,14.5,27.83,18.67,-0.002307613,26.53724138
195609,46.84,1.84,3.46,27.4,1956.71,3.38,370.34,14.55,27.36,17.84,-0.037552951,25.45292096
195610,46.24,1.81,3.44,27.5,1956.79,3.34,364.26,14.23,27.13,17.42,-0.016417346,25.59803233
195611,45.76,1.77,3.43,27.5,1956.87,3.49,360.48,13.97,26.99,17.12,-0.010377203,25.80386543
195612,46.44,1.74,3.41,27.6,1956.96,3.59,364.51,13.66,26.77,17.2,0.011179538,26.68448023
195701,45.43,1.74,3.41,27.6,1957.04,3.46,356.59,13.63,26.74,16.72,-0.021727799,26.16214233
195702,43.47,1.73,3.4,27.7,1957.12,3.34,339.97,13.56,26.62,15.84,-0.046608149,25.07153392
195703,44.03,1.73,3.4,27.8,1957.21,3.41,343.11,13.48,26.5,15.9,0.009236109,25.45326409
195704,45.05,1.73,3.41,27.9,1957.29,3.48,349.8,13.43,26.45,16.12,0.01949812,26.0461653
195705,46.78,1.73,3.41,28,1957.37,3.6,361.94,13.39,26.41,16.6,0.034705546,27.03061987
195706,47.55,1.73,3.42,28.1,1957.46,3.8,366.59,13.34,26.37,16.73,0.012847433,27.48050975
195707,48.51,1.74,3.44,28.3,1957.54,3.93,371.34,13.32,26.31,16.87,0.012957255,27.87837838
195708,45.84,1.75,3.45,28.3,1957.62,3.93,350.9,13.4,26.44,15.87,-0.055043895,26.18656716
195709,43.98,1.76,3.47,28.3,1957.71,3.92,336.67,13.47,26.56,15.16,-0.040552864,24.99406088
195710,41.24,1.77,3.44,28.3,1957.79,3.97,315.69,13.55,26.31,14.15,-0.062316215,23.29815498
195711,40.35,1.78,3.4,28.4,1957.87,3.72,307.79,13.58,25.96,13.74,-0.025024549,22.66494845
195712,40.33,1.79,3.37,28.4,1957.96,3.21,307.64,13.65,25.71,13.67,-0.000487345,22.53772894
195801,41.12,1.78,3.29,28.6,1958.04,3.09,311.47,13.51,24.95,13.79,0.012449616,23.05477424
195802,41.26,1.78,3.22,28.6,1958.12,3.05,312.53,13.46,24.37,13.78,0.003403217,23.2191679
195803,42.11,1.77,3.14,28.8,1958.21,2.98,316.75,13.31,23.62,13.93,0.013502704,23.79789632
195804,42.34,1.76,3.07,28.9,1958.29,2.88,317.38,13.17,23.01,13.91,0.00198895,24.09870919
195805,43.7,1.74,3,28.9,1958.37,2.92,327.58,13.07,22.49,14.32,0.032138131,25.06350421
195806,44.75,1.73,2.93,28.9,1958.46,2.97,335.45,12.97,21.96,14.64,0.024024666,25.86353123
195807,45.98,1.73,2.91,29,1958.54,3.2,343.48,12.92,21.76,14.96,0.023937994,26.58513932
195808,47.7,1.73,2.9,28.9,1958.62,3.54,357.56,12.97,21.71,15.54,0.040992198,27.56823439
195809,48.96,1.73,2.88,28.9,1958.71,3.76,367.01,12.97,21.59,15.93,0.026429131,28.29683886
195810,50.95,1.74,2.88,28.9,1958.79,3.8,381.92,13.02,21.61,16.56,0.040625596,29.33333333
195811,52.5,1.74,2.89,29,1958.87,3.74,392.19,13.02,21.56,16.99,0.026890448,30.12211982
195812,53.49,1.75,2.89,28.9,1958.96,3.86,400.96,13.12,21.66,17.36,0.02236161,30.56097561
195901,55.62,1.76,2.96,29,1959.04,4.02,415.49,13.12,22.14,17.98,0.036238029,31.66844512
195902,54.77,1.76,3.04,28.9,1959.12,3.96,410.56,13.22,22.76,17.76,-0.011865508,31.05597579
195903,56.16,1.77,3.11,28.9,1959.21,3.99,420.98,13.27,23.31,18.2,0.025379969,31.7241899
195904,57.1,1.78,3.21,29,1959.29,4.12,426.55,13.27,23.95,18.43,0.013231032,32.14393369
195905,57.96,1.78,3.3,29,1959.37,4.31,432.97,13.32,24.68,18.69,0.015050991,32.50525526
195906,57.46,1.79,3.4,29.1,1959.46,4.34,427.76,13.33,25.31,18.45,-0.012033166,32.09002251
195907,59.74,1.8,3.41,29.2,1959.54,4.4,443.21,13.33,25.3,19.09,0.036118384,33.24906227
195908,59.4,1.8,3.42,29.2,1959.62,4.43,440.69,13.38,25.37,18.96,-0.005685792,32.93647235
195909,57.05,1.81,3.43,29.3,1959.71,4.68,421.81,13.38,25.36,18.12,-0.042841907,31.52541106
195910,57,1.82,3.42,29.4,1959.79,4.53,420.01,13.39,25.18,18.02,-0.004267324,31.36743839
195911,57.23,1.82,3.4,29.4,1959.87,4.53,421.7,13.44,25.08,18.07,0.004023714,31.3764881
195912,59.06,1.83,3.39,29.4,1959.96,4.69,435.19,13.48,24.98,18.62,0.031989566,32.28412463
196001,58.03,1.87,3.39,29.3,1960.04,4.72,429.06,13.8,25.06,18.34,-0.014085802,31.09130435
196002,55.78,1.9,3.39,29.4,1960.12,4.49,411.02,14.02,24.98,17.55,-0.042045402,29.31669044
196003,55.02,1.94,3.39,29.4,1960.21,4.25,405.42,14.3,24.98,17.29,-0.013624641,28.35104895
196004,55.73,1.94,3.35,29.5,1960.29,4.28,409.26,14.27,24.58,17.43,0.009471659,28.67974772
196005,55.22,1.95,3.3,29.5,1960.37,4.35,405.51,14.3,24.26,17.26,-0.009162879,28.35734266
196006,57.26,1.95,3.26,29.6,1960.46,4.15,419.07,14.27,23.86,17.82,0.033439373,29.36720392
196007,55.84,1.95,3.26,29.6,1960.54,3.9,408.68,14.27,23.88,17.38,-0.024792994,28.63910301
196008,56.51,1.95,3.27,29.6,1960.62,3.8,413.58,14.27,23.91,17.58,0.011989821,28.98248073
196009,54.81,1.95,3.27,29.6,1960.71,3.8,401.14,14.27,23.93,17.05,-0.030078824,28.11072179
196010,53.73,1.95,3.27,29.8,1960.79,3.89,390.6,14.18,23.77,16.61,-0.026275116,27.54583921
196011,55.47,1.95,3.27,29.8,1960.87,3.93,403.25,14.18,23.77,17.15,0.032386073,28.43794076
196012,56.8,1.95,3.27,29.8,1960.96,3.84,412.92,14.18,23.77,17.56,0.023980161,29.11988717
196101,59.72,1.95,3.21,29.8,1961.04,3.84,434.14,14.15,23.34,18.47,0.0513901,30.68127208
196102,62.17,1.94,3.15,29.8,1961.12,3.78,451.96,14.13,22.9,19.23,0.041046667,31.98584572
196103,64.12,1.94,3.09,29.8,1961.21,3.74,466.13,14.1,22.46,19.84,0.031352332,33.05886525
196104,65.83,1.94,3.07,29.8,1961.29,3.78,478.56,14.1,22.32,20.38,0.026666381,33.94042553
196105,66.5,1.94,3.05,29.8,1961.37,3.71,483.43,14.1,22.17,20.6,0.010176362,34.2858156
196106,65.62,1.94,3.03,29.8,1961.46,3.88,477.04,14.1,22.03,20.33,-0.013218046,33.83262411
196107,65.44,1.95,3.04,30,1961.54,3.92,472.56,14.06,21.93,20.15,-0.009391246,33.61024182
196108,67.79,1.95,3.04,29.9,1961.62,4.04,491.16,14.15,22.05,20.94,0.039360081,34.71095406
196109,67.26,1.96,3.05,30,1961.71,3.98,485.7,14.15,22.02,20.71,-0.01111654,34.32508834
196110,68,1.98,3.1,30,1961.79,3.92,491.04,14.3,22.36,20.92,0.010994441,34.33846154
196111,71.08,2,3.14,30,1961.87,3.94,513.28,14.44,22.7,21.86,0.045291626,35.54570637
196112,71.74,2.02,3.19,30,1961.96,4.06,518.05,14.59,23.04,22.04,0.009293173,35.50719671
196201,69.07,2.03,3.25,30,1962.04,4.08,498.77,14.63,23.47,21.2,-0.037216485,34.09227614
196202,70.22,2.03,3.31,30.1,1962.12,4.04,505.39,14.63,23.82,21.45,0.013272651,34.54477102
196203,70.29,2.04,3.37,30.1,1962.21,3.93,505.89,14.68,24.25,21.44,0.000989335,34.46117166
196204,68.05,2.05,3.4,30.2,1962.29,3.84,488.15,14.68,24.41,20.66,-0.035066912,33.2527248
196205,62.99,2.05,3.44,30.2,1962.37,3.87,451.85,14.73,24.65,19.09,-0.074362389,30.67549219
196206,55.63,2.06,3.47,30.2,1962.46,3.91,399.05,14.78,24.89,16.83,-0.116852938,26.99932341
196207,56.97,2.07,3.49,30.3,1962.54,4.01,407.32,14.78,24.95,17.14,0.02072422,27.55886333
196208,58.52,2.07,3.51,30.3,1962.62,3.98,418.4,14.82,25.1,17.57,0.0272022,28.23211876
196209,58,2.08,3.53,30.4,1962.71,3.98,413.32,14.82,25.16,17.32,-0.012141491,27.88933873
196210,56.17,2.1,3.58,30.4,1962.79,3.93,400.28,14.94,25.49,16.74,-0.031549405,26.79250335
196211,60.04,2.11,3.62,30.4,1962.87,3.92,427.86,15.06,25.82,17.85,0.068901769,28.41035857
196212,62.64,2.13,3.67,30.4,1962.96,3.86,446.38,15.18,26.15,18.59,0.043285187,29.4057971
196301,65.06,2.14,3.68,30.4,1963.04,3.83,463.63,15.23,26.25,19.26,0.038644204,30.441891
196302,65.92,2.14,3.7,30.4,1963.12,3.92,469.76,15.27,26.34,19.47,0.01322175,30.76358874
196303,65.67,2.15,3.71,30.5,1963.21,3.93,466.44,15.27,26.35,19.29,-0.007067439,30.54616896
196304,68.76,2.17,3.75,30.5,1963.29,3.97,488.39,15.39,26.66,20.15,0.047058571,31.73424301
196305,70.14,2.18,3.8,30.5,1963.37,3.93,498.19,15.51,26.97,20.51,0.020065931,32.12056738
196306,70.11,2.2,3.84,30.6,1963.46,3.99,496.35,15.58,27.19,20.38,-0.00369337,31.85815148
196307,69.07,2.2,3.88,30.7,1963.54,4.02,487.4,15.55,27.38,19.97,-0.018031631,31.34405145
196308,70.98,2.21,3.92,30.7,1963.62,4,500.87,15.57,27.66,20.47,0.027636438,32.16891458
196309,72.85,2.21,3.96,30.7,1963.71,4.08,514.07,15.59,27.94,20.96,0.026354144,32.97434253
196310,73.03,2.23,3.98,30.8,1963.79,4.11,513.67,15.71,27.99,20.89,-0.000778104,32.69700827
196311,72.62,2.26,4,30.8,1963.87,4.12,510.78,15.87,28.13,20.72,-0.00562618,32.1852552
196312,74.17,2.28,4.02,30.9,1963.96,4.13,520,15.98,28.18,21.04,0.018050824,32.54067584
196401,76.45,2.3,4.07,30.9,1964.04,4.17,535.98,16.1,28.56,21.63,0.030730769,33.29068323
196402,77.39,2.31,4.13,30.9,1964.12,4.15,542.57,16.22,28.93,21.83,0.012295235,33.45067818
196403,78.8,2.33,4.18,30.9,1964.21,4.22,552.46,16.34,29.31,22.17,0.018228063,33.81028152
196404,79.94,2.35,4.23,30.9,1964.29,4.23,560.45,16.45,29.66,22.42,0.014462586,34.06990881
196405,80.72,2.36,4.28,30.9,1964.37,4.2,565.92,16.57,30.01,22.57,0.009760014,34.15328908
196406,80.24,2.38,4.33,31,1964.46,4.17,560.74,16.63,30.26,22.3,-0.009153237,33.71858088
196407,83.22,2.4,4.38,31.1,1964.54,4.19,579.69,16.72,30.49,22.98,0.033794629,34.67045455
196408,82,2.42,4.42,31,1964.62,4.19,573.04,16.91,30.91,22.65,-0.011471649,33.88764045
196409,83.41,2.44,4.47,31.1,1964.71,4.2,581.02,17,31.14,22.89,0.013925729,34.17764706
196410,84.85,2.46,4.5,31.1,1964.79,4.19,591.05,17.14,31.32,23.21,0.017262745,34.48366394
196411,85.44,2.48,4.52,31.2,1964.87,4.15,593.25,17.22,31.41,23.23,0.003722189,34.45121951
196412,83.96,2.5,4.55,31.2,1964.96,4.18,582.97,17.36,31.59,22.75,-0.017328276,33.5812212
196501,86.12,2.52,4.59,31.2,1965.04,4.19,597.97,17.47,31.89,23.27,0.025730312,34.22839153
196502,86.75,2.53,4.64,31.2,1965.12,4.21,602.35,17.59,32.19,23.37,0.007324782,34.24388857
196503,86.83,2.55,4.68,31.3,1965.21,4.21,600.97,17.65,32.39,23.25,-0.002291027,34.04929178
196504,87.97,2.57,4.73,31.4,1965.29,4.2,606.93,17.73,32.66,23.42,0.0099173,34.23181049
196505,89.28,2.59,4.79,31.4,1965.37,4.21,615.96,17.87,33.02,23.71,0.014878157,34.46894236
196506,85.04,2.61,4.84,31.6,1965.46,4.21,583,17.89,33.18,22.39,-0.053509968,32.58803801
196507,84.91,2.63,4.89,31.6,1965.54,4.2,582.11,18.01,33.5,22.3,-0.001526587,32.32148806
196508,86.49,2.64,4.93,31.6,1965.62,4.25,592.94,18.12,33.82,22.67,0.018604731,32.72295806
196509,89.38,2.66,4.98,31.6,1965.71,4.29,612.75,18.24,34.14,23.37,0.033409789,33.59375
196510,91.39,2.68,5.05,31.7,1965.79,4.35,624.55,18.31,34.51,23.78,0.019257446,34.10977608
196511,92.15,2.7,5.12,31.7,1965.87,4.45,629.75,18.45,34.99,23.93,0.008325995,34.13279133
196512,91.73,2.72,5.19,31.8,1965.96,4.62,624.91,18.53,35.36,23.69,-0.00768559,33.72423098
196601,93.32,2.74,5.24,31.8,1966.04,4.61,635.74,18.67,35.7,24.06,0.017330496,34.05141939
196602,92.69,2.76,5.29,32,1966.12,4.83,627.5,18.68,35.81,23.7,-0.012961273,33.59207709
196603,88.88,2.78,5.34,32.1,1966.21,4.87,599.83,18.76,36.04,22.61,-0.044095618,31.9738806
196604,91.6,2.8,5.38,32.3,1966.29,4.75,614.36,18.76,36.08,23.11,0.02422353,32.74840085
196605,86.78,2.81,5.42,32.3,1966.37,4.78,582.03,18.87,36.35,21.85,-0.052623869,30.84419714
196606,86.06,2.83,5.46,32.4,1966.46,4.81,575.42,18.92,36.51,21.56,-0.011356803,30.41331924
196607,85.84,2.85,5.48,32.5,1966.54,5.02,572.19,19,36.51,21.38,-0.005613291,30.11526316
196608,80.65,2.87,5.49,32.7,1966.62,5.22,534.3,19.01,36.39,19.91,-0.066219263,28.10625986
196609,77.81,2.89,5.51,32.7,1966.71,5.18,515.49,19.15,36.5,19.16,-0.035204941,26.91853786
196610,77.13,2.88,5.52,32.9,1966.79,5.01,507.88,18.99,36.37,18.83,-0.014762653,26.74460242
196611,80.99,2.88,5.54,32.9,1966.87,5.16,533.29,18.94,36.46,19.71,0.050031504,28.15681098
196612,81.33,2.87,5.55,32.9,1966.96,4.84,535.53,18.9,36.54,19.74,0.004200341,28.33492063
196701,84.45,2.88,5.52,32.9,1967.04,4.58,556.08,18.96,36.33,20.43,0.0383732,29.32911392
196702,87.36,2.89,5.48,32.9,1967.12,4.63,575.24,19.03,36.11,21.07,0.034455474,30.22806096
196703,89.42,2.9,5.45,33,1967.21,4.54,587.02,19.04,35.78,21.44,0.020478409,30.83088235
196704,90.96,2.9,5.41,33.1,1967.29,4.59,595.32,18.98,35.41,21.69,0.014139212,31.36564805
196705,92.59,2.9,5.37,33.2,1967.37,4.85,604.17,18.92,35.04,21.95,0.014865954,31.93287526
196706,91.43,2.9,5.33,33.3,1967.46,5.02,594.81,18.87,34.67,21.55,-0.015492328,31.52146264
196707,93.01,2.91,5.32,33.4,1967.54,5.16,603.27,18.85,34.51,21.8,0.014223029,32.00371353
196708,94.49,2.91,5.31,33.5,1967.62,5.28,611.04,18.84,34.34,22.03,0.012879805,32.43312102
196709,95.81,2.92,5.3,33.6,1967.71,5.3,617.73,18.83,34.17,22.22,0.010948547,32.80562931
196710,95.66,2.92,5.31,33.7,1967.79,5.48,614.94,18.77,34.13,22.07,-0.004516536,32.76185402
196711,92.66,2.92,5.32,33.8,1967.87,5.75,593.89,18.72,34.1,21.26,-0.034230982,31.72489316
196712,95.3,2.92,5.33,33.9,1967.96,5.7,609.01,18.66,34.06,21.75,0.02545926,32.63719185
196801,95.04,2.93,5.37,34.1,1968.04,5.53,603.79,18.61,34.09,21.51,-0.008571288,32.44438474
196802,90.75,2.94,5.4,34.2,1968.12,5.56,574.85,18.62,34.23,20.42,-0.047930572,30.87271751
196803,89.09,2.95,5.44,34.3,1968.21,5.74,562.69,18.63,34.36,19.93,-0.021153344,30.20343532
196804,95.67,2.96,5.48,34.4,1968.29,5.64,602.49,18.66,34.53,21.28,0.070731664,32.28778135
196805,97.87,2.98,5.53,34.5,1968.37,5.87,614.56,18.69,34.7,21.63,0.020033528,32.88175495
196806,100.5,2.99,5.57,34.7,1968.46,5.72,627.43,18.67,34.77,22,0.020941812,33.6063203
196807,100.3,3,5.6,34.9,1968.54,5.5,622.6,18.64,34.76,21.75,-0.00769807,33.40128755
196808,98.11,3.02,5.63,35,1968.62,5.42,607.26,18.67,34.85,21.14,-0.024638612,32.5259775
196809,101.3,3.03,5.66,35.1,1968.71,5.46,625.22,18.7,34.93,21.68,0.02957547,33.4342246
196810,103.8,3.04,5.69,35.3,1968.79,5.58,637.02,18.68,34.94,22,0.018873357,34.10171306
196811,105.4,3.06,5.73,35.4,1968.87,5.7,645.01,18.71,35.05,22.2,0.012542777,34.47407803
196812,106.5,3.07,5.76,35.5,1968.96,6.03,649.91,18.73,35.15,22.28,0.007596781,34.6988788
196901,102,3.08,5.78,35.6,1969.04,6.04,620.7,18.74,35.17,21.19,-0.044944685,33.12166489
196902,101.5,3.09,5.8,35.8,1969.12,6.19,614.21,18.7,35.1,20.9,-0.010455937,32.84545455
196903,99.3,3.1,5.82,36.1,1969.21,6.3,595.9,18.6,34.93,20.2,-0.029810651,32.03763441
196904,101.3,3.11,5.83,36.3,1969.29,6.17,604.55,18.56,34.77,20.43,0.014515858,32.57273707
196905,104.6,3.12,5.83,36.4,1969.37,6.32,622.53,18.57,34.72,20.97,0.02974113,33.52342488
196906,99.14,3.13,5.84,36.6,1969.46,6.57,586.81,18.53,34.57,19.71,-0.057378761,31.66810577
196907,94.71,3.14,5.86,36.8,1969.54,6.72,557.54,18.47,34.48,18.68,-0.049879859,30.18624797
196908,94.18,3.14,5.87,37,1969.62,6.69,551.43,18.4,34.39,18.43,-0.010958855,29.96902174
196909,94.51,3.15,5.89,37.1,1969.71,7.16,551.87,18.39,34.39,18.4,0.000797925,30.00924415
196910,95.52,3.15,5.85,37.3,1969.79,7.1,554.77,18.31,34,18.45,0.005254861,30.29874386
196911,96.21,3.16,5.82,37.5,1969.87,7.14,555.8,18.24,33.6,18.44,0.001856625,30.47149123
196912,91.11,3.16,5.78,37.7,1969.96,7.65,523.55,18.16,33.21,17.33,-0.058024469,28.82984581
197001,90.31,3.16,5.73,37.8,1970.04,7.79,517.58,18.13,32.84,17.09,-0.011402922,28.54826255
197002,87.16,3.17,5.68,38,1970.12,7.24,496.89,18.05,32.38,16.37,-0.039974497,27.52853186
197003,88.65,3.17,5.63,38.2,1970.21,7.07,502.74,17.98,31.93,16.53,0.011773229,27.96106785
197004,85.95,3.17,5.59,38.5,1970.29,7.39,483.63,17.86,31.47,15.87,-0.038011696,27.07894737
197005,76.06,3.18,5.56,38.6,1970.37,7.91,426.87,17.83,31.19,13.98,-0.117362446,23.94111049
197006,75.59,3.18,5.52,38.8,1970.46,7.84,422.05,17.76,30.82,13.8,-0.011291494,23.76407658
197007,75.72,3.18,5.47,39,1970.54,7.46,420.61,17.68,30.37,13.73,-0.003411918,23.79015837
197008,77.92,3.19,5.41,39,1970.62,7.53,432.83,17.7,30.07,14.1,0.029053042,24.45367232
197009,82.58,3.19,5.36,39.2,1970.71,7.39,456.37,17.63,29.62,14.84,0.054386249,25.88598979
197010,84.37,3.17,5.28,39.4,1970.79,7.33,463.9,17.45,29.05,15.06,0.01649977,26.58452722
197011,84.28,3.16,5.21,39.6,1970.87,6.84,461.06,17.27,28.48,14.95,-0.006122009,26.69716271
197012,90.05,3.14,5.13,39.8,1970.96,6.39,490.15,17.09,27.92,15.87,0.063093741,28.68051492
197101,93.49,3.13,5.16,39.8,1971.04,6.24,508.88,17.04,28.09,16.46,0.038212792,29.86384977
197102,97.11,3.12,5.19,39.9,1971.12,6.11,527.26,16.94,28.18,17.03,0.036118535,31.12514758
197103,99.6,3.11,5.22,40,1971.21,5.7,539.42,16.84,28.27,17.4,0.023062626,32.03206651
197104,103,3.11,5.25,40.1,1971.29,5.83,556.45,16.78,28.38,17.92,0.031570947,33.16150179
197105,101.6,3.1,5.29,40.3,1971.37,6.39,546.16,16.68,28.42,17.56,-0.018492228,32.74340528
197106,99.72,3.1,5.32,40.6,1971.46,6.52,532.09,16.54,28.39,17.08,-0.025761682,32.16989117
197107,99,3.1,5.36,40.7,1971.54,6.73,526.95,16.48,28.51,16.89,-0.00966002,31.97512136
197108,97.24,3.09,5.39,40.8,1971.62,6.58,516.32,16.42,28.64,16.52,-0.020172692,31.44457978
197109,99.4,3.09,5.43,40.8,1971.71,6.14,527.78,16.41,28.83,16.86,0.022195538,32.16209628
197110,97.29,3.08,5.52,40.9,1971.79,5.93,515.32,16.33,29.24,16.43,-0.023608322,31.55664421
197111,92.78,3.08,5.61,40.9,1971.87,5.81,491.43,16.3,29.71,15.64,-0.046359544,30.14907975
197112,99.17,3.07,5.7,41.1,1971.96,5.93,522.72,16.18,30.04,16.6,0.063671327,32.3065513
197201,103.3,3.07,5.74,41.1,1972.04,5.95,544.49,16.18,30.24,17.26,0.041647536,33.65203956
197202,105.2,3.07,5.77,41.3,1972.12,6.08,551.82,16.1,30.28,17.46,0.013462139,34.27453416
197203,107.7,3.07,5.81,41.4,1972.21,6.07,563.57,16.06,30.4,17.81,0.021293175,35.09153176
197204,108.8,3.07,5.86,41.5,1972.29,6.19,567.95,16.03,30.61,17.92,0.007771883,35.43044292
197205,107.7,3.07,5.92,41.6,1972.37,6.13,560.86,15.99,30.81,17.66,-0.012483493,35.0756723
197206,108,3.07,5.97,41.7,1972.46,6.11,561.07,15.95,31.01,17.64,0.000374425,35.17680251
197207,107.2,3.07,6.03,41.9,1972.54,6.11,554.26,15.89,31.16,17.4,-0.012137523,34.88105727
197208,111,3.08,6.08,42,1972.62,6.21,572.54,15.87,31.38,17.94,0.032980911,36.07687461
197209,109.4,3.08,6.14,42.1,1972.71,6.55,562.94,15.85,31.59,17.61,-0.016767387,35.51671924
197210,109.6,3.1,6.23,42.3,1972.79,6.48,561.31,15.89,31.92,17.53,-0.002895513,35.32473254
197211,115.1,3.13,6.33,42.4,1972.87,6.28,588.08,15.98,32.33,18.34,0.047692006,36.80100125
197212,117.5,3.15,6.42,42.5,1972.96,6.36,598.93,16.06,32.72,18.65,0.018449871,37.29327522
197301,118.4,3.16,6.55,42.6,1973.04,6.46,602.11,16.05,33.29,18.71,0.005309469,37.51464174
197302,114.2,3.16,6.67,42.9,1973.12,6.64,576.69,15.97,33.7,17.89,-0.042218199,36.11083281
197303,112.4,3.17,6.8,43.3,1973.21,6.71,562.35,15.86,34.02,17.41,-0.024866046,35.45712484
197304,110.3,3.19,6.94,43.6,1973.29,6.67,548.05,15.83,34.5,16.94,-0.025429003,34.62097284
197305,107.2,3.2,7.09,43.9,1973.37,6.85,529.01,15.81,34.97,16.31,-0.034741356,33.46046806
197306,104.8,3.22,7.23,44.2,1973.46,6.9,513.65,15.78,35.44,15.81,-0.029035368,32.55069708
197307,105.8,3.24,7.38,44.3,1973.54,7.13,517.38,15.83,36.11,15.89,0.007261754,32.68351232
197308,103.8,3.25,7.54,45.1,1973.62,7.4,498.6,15.63,36.2,15.28,-0.036298272,31.90019194
197309,105.6,3.27,7.69,45.2,1973.71,7.09,506.12,15.67,36.86,15.48,0.01508223,32.29865986
197310,109.8,3.31,7.85,45.6,1973.79,6.79,521.64,15.71,37.28,15.91,0.030664665,33.20432845
197311,102,3.34,8,45.9,1973.87,6.73,481.41,15.78,37.77,14.65,-0.077122153,30.50760456
197312,94.78,3.38,8.16,46.2,1973.96,6.74,444.43,15.85,38.26,13.49,-0.07681602,28.03974763
197401,96.11,3.4,8.23,46.6,1974.04,6.99,446.8,15.81,38.24,13.53,0.005332673,28.26059456
197402,93.45,3.42,8.29,47.2,1974.12,6.96,428.91,15.7,38.06,12.96,-0.040040286,27.31910828
197403,97.44,3.44,8.36,47.8,1974.21,7.21,441.61,15.59,37.89,13.31,0.029609941,28.32649134
197404,92.46,3.46,8.49,48,1974.29,7.51,417.3,15.62,38.3,12.55,-0.055048572,26.71574904
197405,89.67,3.48,8.61,48.6,1974.37,7.58,399.71,15.51,38.39,12,-0.042151929,25.77111541
197406,89.79,3.5,8.74,49,1974.46,7.54,396.97,15.47,38.64,11.89,-0.00685497,25.66063348
197407,79.31,3.53,8.86,49.4,1974.54,7.81,347.8,15.48,38.87,10.39,-0.123863264,22.46770026
197408,76.03,3.56,8.99,50,1974.62,8.04,329.42,15.42,38.94,9.82,-0.052846463,21.36316472
197409,68.12,3.59,9.11,50.6,1974.71,8.04,291.65,15.37,39,8.68,-0.114656062,18.97527651
197410,69.44,3.59,9.04,51.1,1974.79,7.9,294.39,15.23,38.31,8.74,0.009394823,19.32961261
197411,71.74,3.6,8.96,51.5,1974.87,7.68,301.78,15.13,37.7,8.95,0.025102755,19.94580304
197412,67.07,3.6,8.89,51.9,1974.96,7.43,279.96,15.03,37.11,8.29,-0.072304328,18.62674651
197501,72.56,3.62,8.74,52.1,1975.04,7.5,301.71,15.07,36.36,8.92,0.07768967,20.02057067
197502,80.1,3.65,8.6,52.5,1975.12,7.39,330.52,15.05,35.47,9.76,0.095489046,21.96146179
197503,83.78,3.67,8.45,52.7,1975.21,7.73,344.4,15.09,34.74,10.16,0.041994433,22.82306163
197504,84.72,3.68,8.29,52.9,1975.29,8.23,346.95,15.08,33.94,10.23,0.007404181,23.00729443
197505,90.1,3.7,8.12,53.2,1975.37,8.06,366.9,15.05,33.08,10.82,0.057501081,24.37873754
197506,92.4,3.71,7.96,53.6,1975.46,7.86,373.45,14.99,32.17,11.01,0.017852276,24.91327552
197507,92.49,3.71,7.89,54.2,1975.54,8.06,369.68,14.83,31.55,10.9,-0.01009506,24.92784895
197508,85.71,3.71,7.83,54.3,1975.62,8.4,341.95,14.8,31.23,10.09,-0.07501082,23.10472973
197509,84.67,3.71,7.76,54.6,1975.71,8.43,335.94,14.72,30.79,9.92,-0.017575669,22.82201087
197510,88.57,3.7,7.83,54.9,1975.79,8.14,349.5,14.6,30.88,10.33,0.040364351,23.93835616
197511,90.07,3.69,7.89,55.3,1975.87,8.05,352.85,14.46,30.92,10.44,0.009585122,24.40179806
197512,88.7,3.68,7.96,55.5,1975.96,8,346.23,14.36,31.07,10.25,-0.018761513,24.11072423
197601,96.86,3.68,8.19,55.6,1976.04,7.74,377.4,14.35,31.92,11.19,0.090026861,26.29965157
197602,100.6,3.69,8.43,55.8,1976.12,7.79,390.57,14.31,32.72,11.59,0.034896661,27.29350105
197603,101.1,3.69,8.66,55.9,1976.21,7.73,391.81,14.3,33.56,11.63,0.003174847,27.3993007
197604,101.9,3.71,8.86,56.1,1976.29,7.56,393.5,14.34,34.2,11.69,0.004313315,27.44072524
