date,P,D,E,CPI,Date_frac,long_int,P_r,D_r,E_r,P_E10,R_r,PD_r
191403,8.32,0.47,0.6,9.9,1914.21,4.17,182.06,10.18,13.18,11.69,-0.018861824,17.88408644
191404,8.12,0.46,0.59,9.8,1914.29,4.18,179.5,10.17,13.12,11.52,-0.014061298,17.64995084
191405,8.17,0.46,0.58,9.9,1914.37,4.19,178.78,9.96,12.78,11.48,-0.004011142,17.9497992
191406,8.13,0.45,0.58,9.9,1914.46,4.19,177.9,9.85,12.58,11.43,-0.004922251,18.06091371
191407,7.68,0.45,0.57,10,1914.54,4.2,166.38,9.64,12.26,10.69,-0.064755481,17.2593361
191408,7.68,0.44,0.56,10.2,1914.62,4.21,163.11,9.35,11.82,10.49,-0.019653805,17.44491979
191409,7.68,0.44,0.55,10.2,1914.71,4.21,163.11,9.24,11.63,10.5,0,17.6525974
191410,7.68,0.43,0.54,10.1,1914.79,4.22,164.73,9.22,11.55,10.61,0.009931948,17.86659436
191411,7.68,0.43,0.53,10.2,1914.87,4.23,163.11,9.03,11.24,10.52,-0.009834274,18.06312292
191412,7.35,0.42,0.52,10.1,1914.96,4.23,157.65,9.01,11.15,10.17,-0.033474342,17.49722531
191501,7.48,0.42,0.55,10.1,1915.04,4.24,160.44,9.03,11.8,10.36,0.017697431,17.76744186
191502,7.38,0.42,0.58,10,1915.12,4.22,159.88,9.14,12.56,10.33,-0.003490401,17.49234136
191503,7.57,0.42,0.61,9.9,1915.21,4.21,165.65,9.25,13.35,10.71,0.036089567,17.90810811
191504,8.14,0.42,0.64,10,1915.29,4.19,176.34,9.17,13.86,11.4,0.064533655,19.23009815
191505,7.95,0.42,0.67,10.1,1915.37,4.18,170.52,9.1,14.37,11.03,-0.033004423,18.73846154
191506,8.04,0.43,0.7,10.1,1915.46,4.16,172.45,9.12,15.01,11.15,0.01131832,18.90899123
191507,8.01,0.43,0.73,10.1,1915.54,4.15,171.81,9.13,15.66,11.11,-0.003711221,18.81818182
191508,8.35,0.43,0.76,10.1,1915.62,4.13,179.1,9.15,16.3,11.58,0.042430592,19.57377049
191509,8.66,0.43,0.79,10.1,1915.71,4.11,185.75,9.17,16.94,12.01,0.037130095,20.25627045
191510,9.14,0.43,0.82,10.2,1915.79,4.1,194.12,9.1,17.42,12.55,0.045060565,21.33186813
191511,9.46,0.43,0.85,10.3,1915.87,4.08,198.97,9.03,17.88,12.86,0.024984546,22.03433001
191512,9.48,0.43,0.88,10.3,1915.96,4.07,199.39,9.04,18.51,12.88,0.002110871,22.05641593
191601,9.33,0.44,0.93,10.4,1916.04,4.05,194.35,9.18,19.46,12.54,-0.025277095,21.17102397
191602,9.2,0.45,0.99,10.4,1916.12,4.07,191.64,9.41,20.59,12.35,-0.013943916,20.36556854
191603,9.17,0.46,1.04,10.5,1916.21,4.08,189.2,9.54,21.5,12.18,-0.012732206,19.83228512
191604,9.07,0.47,1.1,10.6,1916.29,4.1,185.37,9.67,22.42,11.91,-0.020243129,19.16959669
191605,9.27,0.48,1.15,10.7,1916.37,4.11,187.68,9.8,23.3,12.03,0.012461563,19.15102041
191606,9.36,0.5,1.21,10.8,1916.46,4.13,187.75,9.93,24.17,12,0.000372975,18.90735146
191607,9.23,0.51,1.26,10.8,1916.54,4.14,185.14,10.15,25.25,11.79,-0.013901465,18.24039409
191608,9.3,0.52,1.31,10.9,1916.62,4.16,184.84,10.27,26.1,11.73,-0.001620395,17.99805258
191609,9.68,0.53,1.37,11.1,1916.71,4.17,188.92,10.3,26.7,11.94,0.022073144,18.34174757
191610,9.98,0.54,1.42,11.3,1916.79,4.19,191.33,10.32,27.26,12.05,0.012756722,18.53972868
191611,10.21,0.55,1.48,11.5,1916.87,4.2,192.34,10.35,27.8,12.05,0.005278838,18.58357488
191612,9.8,0.56,1.53,11.6,1916.96,4.22,183.02,10.46,28.57,11.41,-0.048455859,17.49713193
191701,9.57,0.57,1.51,11.7,1917.04,4.23,177.2,10.57,27.94,10.99,-0.031799803,16.76442763
191702,9.03,0.58,1.49,12,1917.12,4.26,163.02,10.5,26.86,10.06,-0.080022573,15.52571429
191703,9.31,0.59,1.47,12,1917.21,4.29,168.07,10.7,26.5,10.33,0.030977794,15.70747664
191704,9.17,0.6,1.45,12.6,1917.29,4.32,157.66,10.37,24.88,9.64,-0.061938478,15.20347155
191705,8.86,0.61,1.43,12.8,1917.37,4.34,149.95,10.4,24.13,9.14,-0.048902702,14.41826923
191706,9.04,0.63,1.41,13,1917.46,4.37,150.65,10.42,23.41,9.15,0.004668223,14.45777351
191707,8.79,0.64,1.38,12.8,1917.54,4.4,148.77,10.76,23.42,9,-0.012479257,13.82620818
191708,8.53,0.65,1.36,13,1917.62,4.43,142.15,10.78,22.71,8.57,-0.044498219,13.1864564
191709,8.12,0.66,1.34,13.3,1917.71,4.46,132.26,10.71,21.88,7.95,-0.069574393,12.34920635
191710,7.68,0.67,1.32,13.5,1917.79,4.49,123.24,10.72,21.21,7.39,-0.068199002,11.49626866
191711,7.04,0.68,1.3,13.5,1917.87,4.51,112.97,10.9,20.88,6.75,-0.083333333,10.36422018
191712,6.8,0.69,1.28,13.7,1917.96,4.54,107.53,10.91,20.24,6.41,-0.048154377,9.856095325
191801,7.21,0.68,1.26,14,1918.04,4.57,111.57,10.52,19.44,6.64,0.03757091,10.60551331
191802,7.43,0.67,1.23,14.1,1918.12,4.56,114.16,10.29,18.93,6.78,0.023214126,11.09426628
191803,7.28,0.66,1.21,14,1918.21,4.56,112.65,10.21,18.69,6.69,-0.01322705,11.03330069
191804,7.21,0.65,1.18,14.2,1918.29,4.55,110,9.92,18.05,6.52,-0.02352419,11.08870968
191805,7.44,0.64,1.16,14.5,1918.37,4.55,111.16,9.56,17.32,6.58,0.010545455,11.62761506
191806,7.45,0.63,1.14,14.7,1918.46,4.54,109.79,9.28,16.73,6.5,-0.012324577,11.83081897
191807,7.51,0.62,1.11,15.1,1918.54,4.54,107.74,8.89,15.94,6.37,-0.01867201,12.1192351
191808,7.58,0.61,1.09,15.4,1918.62,4.53,106.63,8.58,15.29,6.3,-0.01030258,12.42773893
191809,7.54,0.6,1.06,15.7,1918.71,4.52,104.04,8.28,14.67,6.15,-0.0242896,12.56521739
191810,7.86,0.59,1.04,16,1918.79,4.52,106.42,7.99,14.05,6.29,0.022875817,13.31914894
191811,8.06,0.58,1.01,16.3,1918.87,4.51,107.12,7.71,13.48,6.33,0.006577711,13.89364462
191812,7.9,0.57,0.99,16.5,1918.96,4.51,103.72,7.48,13,6.13,-0.031740105,13.86631016
191901,7.85,0.57,0.99,16.5,1919.04,4.5,103.07,7.44,12.93,6.1,-0.006266872,13.85349462
191902,7.88,0.56,0.98,16.2,1919.12,4.54,105.38,7.53,13.11,6.24,0.022411953,13.99468792
191903,8.12,0.56,0.98,16.4,1919.21,4.58,107.26,7.4,12.88,6.36,0.017840197,14.49459459
191904,8.39,0.56,0.97,16.7,1919.29,4.62,108.84,7.22,12.58,6.46,0.014730561,15.07479224
191905,8.97,0.55,0.97,16.9,1919.37,4.66,114.98,7.09,12.37,6.83,0.056413083,16.21720733
191906,9.21,0.55,0.96,16.9,1919.46,4.7,118.06,7.05,12.31,7.02,0.026787267,16.74609929
191907,9.51,0.55,0.96,17.4,1919.54,4.74,118.4,6.81,11.89,7.05,0.002879892,17.38619677
191908,8.87,0.54,0.95,17.7,1919.62,4.77,108.56,6.65,11.63,6.48,-0.083108108,16.32481203
191909,9.01,0.54,0.95,17.8,1919.71,4.81,109.66,6.57,11.5,6.56,0.010132646,16.69101979
191910,9.47,0.54,0.94,18.1,1919.79,4.85,113.34,6.42,11.25,6.79,0.033558271,17.65420561
191911,9.19,0.53,0.94,18.5,1919.87,4.89,107.62,6.24,10.95,6.47,-0.05046762,17.24679487
191912,8.92,0.53,0.93,18.9,1919.96,4.93,102.24,6.07,10.66,6.16,-0.049990708,16.84349259
192001,8.83,0.53,0.92,19.3,1920.04,4.97,99.11,5.93,10.32,5.99,-0.030614241,16.71332209
192002,8.1,0.53,0.91,19.5,1920.12,4.98,89.99,5.85,10.09,5.46,-0.092018969,15.38290598
192003,8.67,0.53,0.9,19.7,1920.21,4.99,95.34,5.77,9.87,5.8,0.05945105,16.52339688
192004,8.6,0.52,0.89,20.3,1920.29,5,91.78,5.58,9.46,5.6,-0.037340046,16.44802867
192005,8.06,0.52,0.88,20.6,1920.37,5.01,84.76,5.49,9.21,5.19,-0.076487252,15.43897996
192006,7.92,0.52,0.87,20.9,1920.46,5.02,82.09,5.39,8.97,5.04,-0.031500708,15.23005566
192007,7.91,0.52,0.85,20.8,1920.54,5.03,82.38,5.4,8.9,5.08,0.003532708,15.25555556
192008,7.6,0.52,0.84,20.3,1920.62,5.04,81.11,5.51,9,5.02,-0.015416363,14.72050817
192009,7.87,0.52,0.83,20,1920.71,5.05,85.25,5.58,9.02,5.3,0.051041795,15.27777778
192010,7.88,0.51,0.82,19.9,1920.79,5.06,85.78,5.59,8.95,5.35,0.006217009,15.34525939
192011,7.48,0.51,0.81,19.8,1920.87,5.07,81.84,5.6,8.87,5.13,-0.045931453,14.61428571
192012,6.81,0.51,0.8,19.4,1920.96,5.08,76.05,5.7,8.93,4.78,-0.070747801,13.34210526
192101,7.11,0.51,0.76,19,1921.04,5.09,81.07,5.77,8.64,5.12,0.066009204,14.05025997
192102,7.06,0.5,0.72,18.4,1921.12,5.02,83.12,5.91,8.42,5.27,0.025286789,14.0642978
192103,6.88,0.5,0.67,18.3,1921.21,4.96,81.45,5.89,7.96,5.19,-0.020091434,13.82852292
192104,6.91,0.49,0.63,18.1,1921.29,4.89,82.7,5.9,7.54,5.3,0.015346839,14.01694915
192105,7.12,0.49,0.59,17.7,1921.37,4.83,87.14,5.99,7.19,5.61,0.053688029,14.5475793
192106,6.55,0.49,0.55,17.6,1921.46,4.76,80.62,5.97,6.71,5.22,-0.074822125,13.5041876
192107,6.53,0.48,0.5,17.7,1921.54,4.7,79.92,5.88,6.15,5.2,-0.008682709,13.59183673
192108,6.45,0.48,0.46,17.7,1921.62,4.63,78.94,5.83,5.63,5.16,-0.012262262,13.54030875
192109,6.61,0.47,0.42,17.5,1921.71,4.56,81.83,5.85,5.17,5.38,0.036610084,13.98803419
192110,6.7,0.47,0.38,17.5,1921.79,4.5,82.94,5.8,4.64,5.48,0.013564707,14.3
192111,7.06,0.46,0.33,17.4,1921.87,4.43,87.9,5.78,4.14,5.84,0.059802267,15.20761246
192112,7.31,0.46,0.29,17.3,1921.96,4.37,91.54,5.76,3.63,6.11,0.041410694,15.89236111
192201,7.3,0.46,0.32,16.9,1922.04,4.3,93.58,5.95,4.14,6.29,0.02228534,15.72773109
192202,7.46,0.47,0.36,16.9,1922.12,4.31,95.63,6,4.57,6.46,0.02190639,15.93833333
192203,7.74,0.47,0.39,16.7,1922.21,4.31,100.4,6.13,5.06,6.82,0.049879745,16.37846656
192204,8.21,0.48,0.42,16.7,1922.29,4.32,106.5,6.18,5.49,7.27,0.060756972,17.23300971
192205,8.53,0.48,0.46,16.7,1922.37,4.32,110.65,6.24,5.92,7.59,0.038967136,17.73237179
192206,8.45,0.49,0.49,16.7,1922.46,4.33,109.62,6.29,6.36,7.56,-0.009308631,17.42766296
192207,8.51,0.49,0.52,16.8,1922.54,4.33,109.74,6.31,6.75,7.6,0.001094691,17.39144216
192208,8.83,0.49,0.56,16.6,1922.62,4.34,115.23,6.44,7.27,8.02,0.050027337,17.89285714
192209,9.06,0.5,0.59,16.6,1922.71,4.34,118.24,6.49,7.7,8.27,0.02612167,18.21879815
192210,9.26,0.5,0.62,16.7,1922.79,4.35,120.12,6.51,8.09,8.43,0.015899865,18.4516129
192211,8.8,0.51,0.66,16.8,1922.87,4.35,113.48,6.52,8.47,8,-0.055278055,17.40490798
192212,8.78,0.51,0.69,16.9,1922.96,4.36,112.55,6.54,8.84,7.96,-0.008195277,17.20948012
192301,8.9,0.51,0.71,16.8,1923.04,4.36,114.77,6.6,9.21,8.15,0.019724567,17.38939394
192302,9.28,0.51,0.74,16.8,1923.12,4.34,119.67,6.62,9.52,8.53,0.042694084,18.07703927
192303,9.43,0.52,0.76,16.8,1923.21,4.31,121.6,6.64,9.83,8.7,0.016127684,18.31325301
192304,9.1,0.52,0.79,16.9,1923.29,4.29,116.65,6.62,10.08,8.37,-0.040707237,17.62084592
192305,8.67,0.52,0.81,16.9,1923.37,4.26,111.14,6.64,10.39,8,-0.047235319,16.73795181
192306,8.34,0.52,0.84,17,1923.46,4.24,106.28,6.63,10.64,7.67,-0.043728631,16.03016591
192307,8.06,0.52,0.86,17.2,1923.54,4.21,101.52,6.57,10.82,7.35,-0.044787354,15.45205479
192308,8.1,0.52,0.88,17.1,1923.62,4.19,102.62,6.63,11.19,7.44,0.010835303,15.47812971
192309,8.15,0.53,0.91,17.2,1923.71,4.16,102.65,6.61,11.43,7.46,0.000292341,15.52950076
192310,8.03,0.53,0.93,17.3,1923.79,4.14,100.55,6.6,11.67,7.32,-0.020457867,15.23484848
192311,8.27,0.53,0.96,17.3,1923.87,4.11,103.56,6.62,11.97,7.55,0.029935356,15.64350453
192312,8.55,0.53,0.98,17.3,1923.96,4.09,107.07,6.64,12.27,7.81,0.033893395,16.125
192401,8.83,0.53,0.98,17.3,1924.04,4.06,110.57,6.66,12.22,8.07,0.032688895,16.6021021
192402,8.87,0.53,0.97,17.2,1924.12,4.04,111.72,6.72,12.24,8.16,0.010400651,16.625
192403,8.7,0.54,0.97,17.1,1924.21,4.03,110.22,6.78,12.26,8.06,-0.013426423,16.25663717
192404,8.5,0.54,0.96,17,1924.29,4.01,108.32,6.84,12.28,7.92,-0.017238251,15.83625731
192405,8.47,0.54,0.96,17,1924.37,3.99,107.94,6.86,12.22,7.9,-0.003508124,15.73469388
192406,8.63,0.54,0.96,17,1924.46,3.98,109.97,6.88,12.17,8.05,0.018806744,15.98401163
192407,9.03,0.54,0.95,17.1,1924.54,3.96,114.4,6.86,12.05,8.38,0.040283714,16.67638484
192408,9.34,0.54,0.95,17,1924.62,3.94,119.02,6.92,12.06,8.72,0.040384615,17.19942197
192409,9.25,0.55,0.94,17.1,1924.71,3.93,117.19,6.9,11.94,8.58,-0.015375567,16.98405797
192410,9.13,0.55,0.94,17.2,1924.79,3.91,114.99,6.89,11.82,8.42,-0.018772933,16.68940493
192411,9.64,0.55,0.93,17.2,1924.87,3.89,121.42,6.91,11.77,8.89,0.055917906,17.57163531
192412,10.16,0.55,0.93,17.3,1924.96,3.88,127.23,6.89,11.65,9.31,0.047850437,18.4658926
192501,10.58,0.55,0.96,17.3,1925.04,3.86,132.49,6.94,11.98,9.69,0.041342451,19.0907781
192502,10.67,0.56,0.98,17.2,1925.12,3.85,134.39,7.03,12.38,9.83,0.014340705,19.11664296
192503,10.39,0.56,1.01,17.3,1925.21,3.83,130.11,7.04,12.65,9.52,-0.031847608,18.48153409
192504,10.28,0.57,1.04,17.2,1925.29,3.82,129.48,7.14,13.06,9.48,-0.004842057,18.13445378
192505,10.61,0.57,1.06,17.3,1925.37,3.8,132.86,7.15,13.31,9.73,0.026104418,18.58181818
192506,10.8,0.58,1.09,17.5,1925.46,3.79,133.7,7.12,13.49,9.8,0.006322445,18.77808989
192507,11.1,0.58,1.12,17.7,1925.54,3.77,135.86,7.09,13.67,9.96,0.016155572,19.16220028
192508,11.25,0.58,1.14,17.7,1925.62,3.76,137.69,7.14,13.99,10.11,0.013469748,19.28431373
192509,11.51,0.59,1.17,17.7,1925.71,3.74,140.87,7.19,14.32,10.36,0.023095359,19.59248957
192510,11.89,0.59,1.2,17.7,1925.79,3.73,145.53,7.24,14.65,10.72,0.033080145,20.10082873
192511,12.26,0.6,1.22,18,1925.87,3.71,147.55,7.17,14.72,10.89,0.0138803,20.57880056
192512,12.46,0.6,1.25,17.9,1925.96,3.7,150.8,7.26,15.13,11.15,0.022026432,20.77134986
192601,12.65,0.61,1.25,17.9,1926.04,3.68,153.1,7.35,15.12,11.34,0.015251989,20.82993197
192602,12.67,0.62,1.25,17.9,1926.12,3.65,153.34,7.44,15.1,11.39,0.001567603,20.61021505
192603,11.81,0.62,1.25,17.8,1926.21,3.62,143.73,7.58,15.19,10.71,-0.062671188,18.96174142
192604,11.48,0.63,1.25,17.9,1926.29,3.6,138.94,7.62,15.09,10.4,-0.033326376,18.2335958
192605,11.56,0.64,1.25,17.8,1926.37,3.57,140.69,7.76,15.16,10.58,0.012595365,18.13015464
192606,12.11,0.65,1.25,17.7,1926.46,3.54,148.22,7.89,15.24,11.2,0.053521928,18.78580482
192607,12.62,0.65,1.24,17.5,1926.54,3.51,156.23,8.08,15.4,11.87,0.05404129,19.33539604
192608,13.12,0.66,1.24,17.4,1926.62,3.48,163.35,8.22,15.48,12.49,0.045573833,19.87226277
192609,13.32,0.67,1.24,17.5,1926.71,3.45,164.89,8.26,15.37,12.69,0.009427609,19.96246973
192610,13.02,0.68,1.24,17.6,1926.79,3.43,160.26,8.31,15.29,12.43,-0.028079326,19.28519856
192611,13.19,0.68,1.24,17.7,1926.87,3.4,161.44,8.35,15.19,12.62,0.007363035,19.33413174
192612,13.49,0.69,1.24,17.7,1926.96,3.37,165.11,8.45,15.18,13.01,0.022732904,19.53964497
192701,13.4,0.7,1.23,17.5,1927.04,3.34,165.88,8.62,15.21,13.19,0.004663558,19.24361949
192702,13.66,0.7,1.22,17.4,1927.12,3.34,170.07,8.76,15.16,13.63,0.025259224,19.41438356
192703,13.87,0.71,1.21,17.3,1927.21,3.34,173.68,8.89,15.13,14.03,0.021226554,19.53655793
192704,14.21,0.72,1.2,17.3,1927.29,3.34,177.94,8.97,14.99,14.49,0.024527867,19.83723523
192705,14.7,0.72,1.19,17.4,1927.37,3.34,183.02,9.01,14.77,15,0.028548949,20.31298557
192706,14.89,0.73,1.18,17.6,1927.46,3.34,183.28,8.99,14.46,15.12,0.00142061,20.38709677
192707,15.22,0.74,1.16,17.3,1927.54,3.34,190.59,9.23,14.58,15.82,0.03988433,20.64897075
192708,16.03,0.74,1.15,17.2,1927.62,3.33,201.9,9.36,14.52,16.86,0.059342043,21.57051282
192709,16.94,0.75,1.14,17.3,1927.71,3.33,212.13,9.39,14.31,17.82,0.050668648,22.59105431
192710,16.68,0.76,1.13,17.4,1927.79,3.33,207.67,9.42,14.09,17.54,-0.021024843,22.04564756
192711,17.06,0.76,1.12,17.3,1927.87,3.33,213.63,9.56,14.04,18.13,0.028699379,22.34623431
192712,17.46,0.77,1.11,17.3,1927.96,3.33,218.64,9.64,13.9,18.65,0.023451762,22.68049793
192801,17.53,0.78,1.13,17.3,1928.04,3.33,219.52,9.73,14.19,18.81,0.004024881,22.56115108
192802,17.32,0.78,1.16,17.1,1928.12,3.35,219.42,9.92,14.63,18.87,-0.000455539,22.11895161
192803,18.25,0.79,1.18,17.1,1928.21,3.38,231.21,10.01,14.91,19.94,0.053732568,23.0979021
192804,19.4,0.8,1.2,17.1,1928.29,3.4,245.77,10.09,15.2,21.26,0.062973055,24.35777998
192805,20,0.8,1.22,17.2,1928.37,3.42,251.9,10.12,15.39,21.83,0.024942019,24.89130435
192806,19.02,0.81,1.25,17.1,1928.46,3.44,240.96,10.26,15.77,20.91,-0.043429933,23.48538012
192807,19.16,0.82,1.27,17.1,1928.54,3.47,242.73,10.35,16.06,21.08,0.007345618,23.45217391
192808,19.78,0.82,1.29,17.1,1928.62,3.49,250.59,10.43,16.34,21.76,0.032381659,24.02588686
192809,21.17,0.83,1.31,17.3,1928.71,3.51,265.1,10.39,16.43,23,0.057903348,25.51491819
192810,21.6,0.84,1.34,17.2,1928.79,3.53,272.05,10.54,16.81,23.58,0.026216522,25.81119545
192811,23.06,0.84,1.36,17.2,1928.87,3.56,290.44,10.62,17.09,25.12,0.067597868,27.34839925
192812,23.15,0.85,1.38,17.1,1928.96,3.58,293.28,10.77,17.48,25.3,0.009778267,27.23119777
192901,24.86,0.86,1.4,17.1,1929.04,3.6,314.95,10.9,17.72,27.08,0.073888434,28.89449541
192902,24.99,0.87,1.42,17.1,1929.12,3.57,316.59,11.02,17.96,27.13,0.005207176,28.72867514
192903,25.43,0.88,1.44,17,1929.21,3.55,324.06,11.21,18.32,27.68,0.023595186,28.90811775
192904,25.28,0.89,1.46,16.9,1929.29,3.52,324.06,11.41,18.68,27.57,0,28.40140228
192905,25.66,0.9,1.48,17,1929.37,3.5,326.99,11.47,18.81,27.7,0.009041536,28.50828248
192906,26.15,0.91,1.5,17.1,1929.46,3.47,331.29,11.53,18.94,27.94,0.013150249,28.73287077
192907,28.48,0.92,1.51,17.3,1929.54,3.45,356.64,11.52,18.96,29.93,0.076519062,30.95833333
192908,30.1,0.93,1.53,17.3,1929.62,3.42,376.92,11.65,19.2,31.48,0.056864065,32.35364807
192909,31.3,0.94,1.55,17.3,1929.71,3.39,391.95,11.77,19.43,32.56,0.039875836,33.30076466
192910,27.99,0.95,1.57,17.3,1929.79,3.37,350.5,11.9,19.69,28.96,-0.105753285,29.45378151
192911,20.58,0.96,1.59,17.3,1929.87,3.34,257.71,12.02,19.92,21.17,-0.264736091,21.44009983
192912,21.4,0.97,1.61,17.2,1929.96,3.32,269.54,12.22,20.28,22.01,0.045904311,22.05728314
193001,21.71,0.97,1.56,17.1,1930.04,3.29,275.04,12.3,19.73,22.31,0.020405135,22.36097561
193002,23.07,0.97,1.5,17,1930.12,3.29,293.99,12.38,19.15,23.7,0.068899069,23.74717286
193003,23.94,0.97,1.45,16.9,1930.21,3.3,306.88,12.47,18.59,24.59,0.043845029,24.60946271
193004,25.46,0.97,1.4,17,1930.29,3.3,324.44,12.4,17.8,25.84,0.057221064,26.16451613
193005,23.94,0.97,1.34,16.9,1930.37,3.31,306.88,12.49,17.22,24.31,-0.054124029,24.57005604
193006,21.52,0.98,1.29,16.8,1930.46,3.31,277.5,12.57,16.63,21.87,-0.095737748,22.07637232
193007,21.06,0.98,1.24,16.6,1930.54,3.32,274.84,12.73,16.14,21.55,-0.009585586,21.58994501
193008,20.79,0.98,1.18,16.5,1930.62,3.32,272.96,12.82,15.53,21.3,-0.006840343,21.29173167
193009,20.78,0.98,1.13,16.6,1930.71,3.32,271.19,12.76,14.75,21.07,-0.006484467,21.2531348
193010,17.92,0.98,1.08,16.5,1930.79,3.33,235.28,12.84,14.14,18.21,-0.132416387,18.32398754
193011,16.62,0.98,1.02,16.4,1930.87,3.33,219.54,12.93,13.51,16.94,-0.066899014,16.97911833
193012,15.51,0.98,0.97,16.1,1930.96,3.34,208.7,13.19,13.05,16.06,-0.049375968,15.82259287
193101,15.98,0.97,0.94,15.9,1931.04,3.34,217.73,13.17,12.81,16.71,0.043267849,16.53227031
193102,17.2,0.95,0.91,15.7,1931.12,3.37,237.33,13.15,12.56,18.16,0.090019749,18.04790875
193103,17.53,0.94,0.88,15.6,1931.21,3.4,243.44,13.05,12.22,18.58,0.025744744,18.65440613
193104,15.86,0.93,0.85,15.5,1931.29,3.43,221.67,12.95,11.88,16.87,-0.089426553,17.11737452
193105,14.33,0.91,0.82,15.3,1931.37,3.45,202.9,12.93,11.61,15.4,-0.084675418,15.69218871
193106,13.87,0.9,0.79,15.1,1931.46,3.48,198.99,12.91,11.33,15.06,-0.019270577,15.41363284
193107,14.33,0.89,0.76,15.1,1931.54,3.51,205.59,12.72,10.9,15.52,0.033167496,16.16273585
193108,13.9,0.87,0.73,15.1,1931.62,3.54,199.42,12.53,10.47,15.01,-0.030011187,15.91540303
193109,11.83,0.86,0.7,15,1931.71,3.57,170.85,12.42,10.11,12.82,-0.14326547,13.75603865
193110,10.25,0.85,0.67,14.9,1931.79,3.6,149.03,12.31,9.74,11.15,-0.127714369,12.10641755
193111,10.39,0.83,0.64,14.7,1931.87,3.62,153.12,12.28,9.43,11.42,0.027444139,12.46905537
193112,8.44,0.82,0.61,14.6,1931.96,3.65,125.23,12.17,9.05,9.31,-0.182144723,10.29005752
193201,8.3,0.79,0.59,14.3,1932.04,3.68,125.74,12.02,8.99,9.31,0.004072507,10.4608985
193202,8.23,0.77,0.58,14.1,1932.12,3.65,126.45,11.78,8.86,9.34,0.005646572,10.73429542
193203,8.26,0.74,0.56,14,1932.21,3.62,127.82,11.45,8.67,9.41,0.010834322,11.16331878
193204,6.28,0.71,0.54,13.9,1932.29,3.59,97.88,11.12,8.47,7.19,-0.234235644,8.802158273
193205,5.51,0.69,0.53,13.7,1932.37,3.56,87.13,10.86,8.33,6.39,-0.109828361,8.023020258
193206,4.77,0.66,0.51,13.6,1932.46,3.53,75.98,10.51,8.12,5.57,-0.1279697,7.229305423
193207,5.01,0.63,0.49,13.6,1932.54,3.5,79.8,10.09,7.86,5.84,0.050276389,7.908820614
193208,7.53,0.61,0.48,13.5,1932.62,3.46,120.83,9.74,7.65,8.83,0.514160401,12.40554415
193209,8.26,0.58,0.46,13.4,1932.71,3.43,133.54,9.38,7.44,9.76,0.105189109,14.23667377
193210,7.12,0.55,0.44,13.3,1932.79,3.4,115.97,9.01,7.22,8.48,-0.131571065,12.87125416
193211,7.05,0.53,0.43,13.2,1932.87,3.37,115.7,8.64,7,8.46,-0.002328188,13.3912037
193212,6.82,0.5,0.41,13.1,1932.96,3.34,112.78,8.27,6.78,8.26,-0.025237684,13.63724305
193301,7.09,0.5,0.41,12.9,1933.04,3.31,119.07,8.31,6.93,8.73,0.0557723,14.32851986
193302,6.25,0.49,0.42,12.7,1933.12,3.29,106.61,8.36,7.08,7.83,-0.104644327,12.75239234
193303,6.23,0.49,0.42,12.6,1933.21,3.28,107.11,8.34,7.18,7.87,0.004689992,12.84292566
193304,6.89,0.48,0.42,12.6,1933.29,3.26,118.46,8.25,7.22,8.72,0.10596583,14.35878788
193305,8.87,0.48,0.42,12.6,1933.37,3.25,152.5,8.17,7.26,11.25,0.287354381,18.66585067
193306,10.39,0.47,0.43,12.7,1933.46,3.23,177.23,8.02,7.25,13.1,0.162163934,22.09850374
193307,11.23,0.47,0.43,13.1,1933.54,3.22,185.71,7.69,7.07,13.75,0.04784743,24.14954486
193308,10.67,0.46,0.43,13.2,1933.62,3.2,175.11,7.55,7.06,13,-0.05707824,23.19337748
193309,10.58,0.46,0.43,13.2,1933.71,3.18,173.64,7.47,7.1,12.92,-0.008394723,23.24497992
193310,9.55,0.45,0.44,13.2,1933.79,3.17,156.73,7.39,7.14,11.7,-0.097385395,21.20838972
193311,9.78,0.45,0.44,13.2,1933.87,3.15,160.51,7.3,7.18,12.01,0.02411791,21.98767123
193312,9.97,0.44,0.44,13.2,1933.96,3.14,163.63,7.22,7.22,12.28,0.019438041,22.6634349
193401,10.54,0.44,0.44,13.2,1934.04,3.12,172.98,7.23,7.29,13.03,0.057141111,23.9253112
193402,11.32,0.44,0.45,13.3,1934.12,3.09,184.38,7.19,7.3,13.93,0.065903573,25.64394993
193403,10.74,0.44,0.45,13.3,1934.21,3.07,174.94,7.21,7.37,13.25,-0.051198612,24.26352288
193404,10.92,0.44,0.46,13.3,1934.29,3.04,177.87,7.22,7.44,13.52,0.0167486,24.63573407
193405,9.81,0.44,0.46,13.3,1934.37,3.01,159.79,7.24,7.51,12.18,-0.10164727,22.07044199
193406,9.94,0.45,0.47,13.4,1934.46,2.98,160.7,7.19,7.52,12.29,0.005694975,22.35048679
193407,9.47,0.45,0.47,13.4,1934.54,2.96,153.1,7.21,7.59,11.74,-0.047293093,21.23439667
193408,9.1,0.45,0.47,13.4,1934.62,2.93,147.12,7.22,7.65,11.32,-0.039059438,20.3767313
193409,8.88,0.45,0.48,13.6,1934.71,2.9,141.45,7.13,7.61,10.91,-0.038539967,19.83870968
193410,8.95,0.45,0.48,13.5,1934.79,2.87,143.62,7.19,7.73,11.11,0.01534111,19.97496523
