"","MSFT","XOM","GE","JPM","INTC","C","date"
"76",-0.0187313413279584,0.0109290596626249,-0.0113420788853229,-0.010417069758827,-0.018462385821154,-0.00419277741970489,1990-04-19
"77",-0.00421085321150045,0.00811895193175072,-0.00380924597395946,-0.0265267435807405,-0.00623036850065247,-0.0429252464714402,1990-04-20
"78",-0.0042279250926564,-0.0135686390421385,-0.0153847405449217,0.0212770300261645,-0.0125787822068601,0,1990-04-23
"79",-0.0170942781868984,-0.0109891602496291,-0.00193988035180729,0.0104709873672466,-0.0127387950082256,-0.017699719956554,1990-04-24
"80",0,0,0,0,0.0190484213857632,0.0220755324851382,1990-04-25
"81",-0.010834481599271,0.00825285134571931,0.00387548061439735,-0.0104716367094574,0.00626930676354849,0.0130149370774948,1990-04-26
"82",-0.0198027872961925,-0.0137936971324061,-0.0116728635611733,-0.00527689837069765,-0.0157483569681392,-0.0130153331775731,1990-04-27
"83",0.0306368617032634,0.00554062236446786,0.00195508757017695,-0.0106383875098686,0.00316997033082099,0.00435749232546,1990-04-30
"84",-0.0152009512664272,-0.00276582136001956,0.00584190280862494,0.0159156710953499,0.00316000193064961,0.0114126275127101,1990-05-01
"85",0.0195025822871778,0.0164833992583539,0.00580810028297645,-0.0105817901816517,0.0156498989963122,0.0380594622392779,1990-05-02
"86",0.0127938090869235,0.0108400339598566,0,0.0105818145936513,0.0184625140591459,-0.0252111470061076,1990-05-03
"87",0.0455563696590342,0.00269137499895784,0.00960670746497765,0.0462803505538753,0.0300324764479696,0.0126852015441216,1990-05-04
"88",0.0357888695703069,0,0.00571961179064828,0.019901642001905,0.0204984635773248,0.00419319625161725,1990-05-07
"89",-0.0197242503677314,-0.00323121475622255,0.00946110228949657,-0.0049381727296974,-0.00290321023945825,-0.00840320826475446,1990-05-08
"90",0,0.00544912650658066,0.00563409861709289,-0.0200006869086899,0.00579716392709939,0,1990-05-09
"91",0.0275062116812121,0.0134955243703261,0.00746308179632002,0.0100503258535013,0.00576335988910432,0.00421012497323522,1990-05-10
"92",0.0153850409768765,0.0264569089623603,0.0129270840427328,0.0295588022415444,0.0339017850089875,0.0248974696545107,1990-05-11
"93",0.00380973373984049,0.00260759726124688,0.00548990286862887,0.0144579779120666,-0.011173188238581,0.0242925325690317,1990-05-14
"94",-0.0153258430651075,-0.0104716367094574,-0.00365667750354392,0.0283036459302851,0,0.0198026272961797,1990-05-15
"95",0,0.00786399755678618,-0.00183368016435426,-0.0140512581727541,0.00560227789503822,0,1990-05-16
"96",0,0,-0.00183668567495804,0,0.00278910682291107,0.00781240355001399,1990-05-17
"97",0.0526436822033694,-0.00261441460548503,0.00183631294488855,0.00938977773301584,0.00555553937368745,-0.00781243777601449,1990-05-18
"98",0.0288828456790347,0.00261457900747149,0.00366328198173433,0.0046621154313874,0.00827566205108196,0.0116963304608235,1990-05-21
"99",0.0176375400874261,0,0.00182633124135099,0.004640217519452,0.0109290596626249,0.00772210763236993,1990-05-22
"100",0.0593899776039019,-0.0104989213013953,-0.00182666734140749,0,0.0425593644187646,-0.00385341487584748,1990-05-23
"101",0.00820326106064447,-0.00529097254157838,0.0145190860992028,0,0.00519448527083151,0.00769233796032039,1990-05-24
"102",-0.029853205573953,-0.0133517390889251,-0.0145188908492218,0.00461931451982097,-0.0156660746391371,-0.019342872999385,1990-05-25
"103",0.0133781126571395,0.0239059617983391,0.0199104646187816,0.00917478266865279,0.0234078852424667,0.0307716586667537,1990-05-29
"104",0.00331649434781491,0.00262156070495167,-0.00539050268899037,0,-0.0155441873359866,-0.0114290636397824,1990-05-30
"105",-0.0336736466135302,0.00522233981440668,-0.000432093338882554,0,0.00780248132044918,0,1990-05-31
"106",0.0286943510413434,-0.00522160890267377,0.00903307862276516,0.022574272931395,-0.0156660746391371,0.00763378835315661,1990-06-01
"107",0.0246516361410922,0.0104165587856963,0.012511404937063,0.0133041065955159,0.0208344477275191,0.0113424307392609,1990-06-04
"108",-0.0482222254771472,0,-0.00713036070912046,0.0131294305722177,-0.0287606508491271,0.0332751888847923,1990-06-05
"109",-0.00512410583552194,-0.00780235939645663,-0.00718172697629982,-0.00435748004146008,0.0131758164464444,-0.0257845835737338,1990-06-06
"110",-0.0137936971324061,-0.00523568229541712,-0.00180362555512706,-0.0043765631963079,-0.0184949826362444,-0.0150374985767334,1990-06-07
"111",0.0206189606720702,-0.0132098673751707,-0.0108890713321689,-0.00439564671532947,-0.00803217169726427,-0.0307716274167541,1990-06-08
"112",0.0185341760931708,0.0184458249030229,0.00545907211405354,-0.00247004805857228,0.0212770300261645,0.0231675478310334,1990-06-11
"113",0.0132675949209038,0.0206728367893392,0.0197673325556807,-0.00453526880176137,0.00786399755678618,0.0113849448665635,1990-06-12
"114",0.00820326106064447,-0.0154639529703461,0,-0.0183493238533989,0.00260759726124688,0.00376689632922589,1990-06-13
"115",-0.0131581905377816,0,-0.0089368146342916,-0.0186926235783106,0,0.0186225194780756,1990-06-14
"116",0.00660116429439467,-0.00520854092961166,0.00715533939215064,-0.00947878204978265,0.00519448527083151,-0.00740736692842223,1990-06-15
"117",-0.0149136578073819,-0.00786383909179873,-0.0143626508358367,-0.00956964332386148,-0.0262484973515689,-0.018761909031348,1990-06-18
"118",0.00166760876726311,-0.00263546980168258,0.0107915610781987,0.0143199779453618,0,-0.00379519264156283,1990-06-19
"119",0.0344014267173323,0.0104986953253697,0.00357161418576253,-0.0288481348254634,0.0105818145936513,0.0150945026269717,1990-06-20
"120",-0.00808459242604531,0.015544554951919,0,0.00486614110748234,-0.00792633052444524,0.00746308179632002,1990-06-21
"121",-0.0163672150879959,-0.0155441873359866,-0.0107526025870905,-0.0245714199344981,-0.0241625780834817,0.0147605254732244,1990-06-22
"122",-0.016639674708726,-0.0131409655187451,0,-0.0251906365837357,-0.0109295100927265,-0.0036697252124918,1990-06-25
"123",0.00335038119961985,-0.0053050469105443,-0.00541965986072661,0.010152290655934,0,-0.0148152051881328,1990-06-26
"124",0.0198683114134407,0.0210538050310873,0.00181036030844851,0.029852933737916,0.0082082201998173,0.0257837244283648,1990-06-27
"125",0.00327363580243733,0.00519448527083151,0.00180636753536789,0.00975625261526451,0.00543520248993929,-0.00364262631506399,1990-06-28
"126",-0.00655745317773939,-0.00780235939645663,0,-0.00975643965128204,0.0187923131791372,-0.00365667750354392,1990-06-29
"127",-0.030052073879998,-0.00261441460548503,0.0178900151052836,0,0.0105818145936513,0.0109290596626249,1990-07-02
"128",-0.0240150671761144,-0.00788399719177756,0.00882593658254746,0,0,0.0215060775613809,1990-07-03
"129",0.00346598652317443,-0.0132808007161,-0.0123782959764537,0.00489002431858123,-0.0105817901816517,-0.00711726776888397,1990-07-05
"130",0.013746088140116,0.0211644446998295,0.00532380337664071,-0.0048899362745852,-0.00533319624275343,0.00711760961282545,1990-07-06
"131",0.0135596509977462,-0.00788399719177756,0.010563014411388,0,0,-0.0106949880415245,1990-07-09
"132",-0.00675677568321882,-0.0132808007161,-0.00879556784868224,-0.029853205573953,-0.0107526025870905,0,1990-07-10
"133",0.0234518431542384,0.0237790246642725,0.0192485522563236,0.00503828649214737,0.0371397031994446,0.0212770300261645,1990-07-11
"134",0.0261452155881911,0.0283162830613844,0.017182531173489,-0.0203057738531822,0.0155041865359653,0.0208344477275191,1990-07-12
"135",0.0112267436144663,-0.0102038829947958,0.0202368467347629,0.0102037640827887,0.0253177829842896,0.010256224656947,1990-07-13
"136",0.011102142510893,0,-0.0016703943321429,-0.025708653585251,0.0246926125903714,0.0168640000319191,1990-07-16
"137",-0.0191084083219435,-0.00256729267748762,-0.00502962739663758,0.0155041865359653,-0.014742133222363,-0.0134682916271406,1990-07-17
"138",-0.022765171299329,-0.0025743106962508,0,0.0152678509185955,-0.0404095795749909,-0.0170942781868984,1990-07-18
"139",0.00981962924277778,0.0304593674846958,0.00836789133711901,0,-0.0155848147863353,-0.0458638500062714,1990-07-19
"140",-0.0466755515394983,-0.0278852034895357,-0.01342268249436,-0.0204088510126507,-0.0565428386393629,-0.0367687616447706,1990-07-20
"141",-0.0172122851311336,-0.0155441873359866,-0.0204782554815098,-0.0208345395345233,-0.0139468061326247,-0.0189045706697736,1990-07-23
"142",-0.0353391362295081,0.043429152927254,0.00515867114613469,0.00524919881806858,-0.0256060546515743,-0.0192684499942822,1990-07-24
"143",0.0283707181082363,-0.00752826642079152,0.00513280459168777,0.0104165587856963,0.00287785500001695,0.0230776507045541,1990-07-25
"144",-0.0392211931533965,-0.0152283652031666,-0.00341883757070384,-0.010417069758827,0.00573054899469136,0.018832549079281,1990-07-26
"145",0.00362940573167246,0.00764371225666466,-0.0137936971324061,-0.0158316620252107,-0.00573038735270447,-0.0497229490780389,1990-07-27
"146",-0.0145990494211839,0.0300023931609314,0.00692000146516609,-0.00533319624275343,-0.00287813786805695,-0.00787391809099458,1990-07-30
"147",-0.0223059379654424,0.0219248835204182,-0.01214242172974,-0.0161730820717128,0.0256063413545333,0.0226661704989116,1990-07-31
"148",0.0037519526147264,0.00480742578868853,0.00522233981440668,-0.0444514898435983,-0.0459853014771352,0,1990-08-01
"149",-0.0112996007084799,0.0213533850339152,-0.0192817030008034,-0.0346856521055415,-0.0543938857304124,-0.0156254438873407,1990-08-02
"150",-0.0425599622449434,-0.00234975852151188,-0.0124663834605447,-0.0238102270070605,-0.0251588462603998,-0.0198813303931872,1990-08-03
"151",-0.0444514898435983,0.0209549043463888,-0.0552622127660671,0.0296753003097498,-0.0522990631613333,-0.0409897169182035,1990-08-06
"152",0.0123207864288113,-0.00508189096180852,0.0187618898383479,0.0512936943874705,0.0166397876507197,0.0041752714104756,1990-08-07
"153",0.0360763517493565,-0.0309180756351949,0.00925107653084847,0.0434846864077333,-0.0200006869086899,0,1990-08-08
"154",0.0252690317947508,0.00241208857395387,0.00184030559840598,0.0105818145936513,0.0556607929654249,0.0368139731227164,1990-08-09
"155",-0.00964334797723308,-0.00483064881934113,-0.0204282429528506,-0.00527689837069765,-0.0258081846095126,-0.028514707498211,1990-08-10
"156",0.00772210763236993,0.0144234797057235,0.0130475098368989,0.0157483413431391,0,-0.0041405603009132,1990-08-13
"157",-0.011605079194347,-0.00238985342615657,-0.00743456803984117,0.00519448527083151,-0.0332259178986272,0,1990-08-14
"158",0,-0.0047964847635419,-0.0112571243359557,-0.0209427770199251,0,0,1990-08-15
"159",-0.0396882624374153,-0.00481959561474069,-0.0209734123976617,-0.0213911683596961,-0.0273989464103371,-0.0167372902459431,1990-08-16
"160",-0.0245908927640084,0.00721987387269775,-0.0135787757046222,0,-0.0498322569595613,-0.0170220566682111,1990-08-17
"161",-0.0821193624292042,0.0119186893935273,-0.00391364834077563,-0.0163489182213338,-0.0296317148996077,0.00854736696139011,1990-08-20
"162",-0.0227805168112018,-0.0167271215162106,-0.029853205573953,-0.011049825075474,-0.0305365300616508,-0.0215066182645271,1990-08-21
"163",-0.00925973936637083,-0.00968575585621945,-0.0266140323355911,-0.00557149197692956,-0.00388353115480277,-0.0628013642021005,1990-08-22
"164",-0.0379189208526812,-0.0346566642876699,-0.0294761856543886,-0.0283305468561118,0.0344197840367584,-0.00930213098010479,1990-08-23
"165",0.101003035616366,-0.0152283652031666,0.0479755467444503,-0.0173913567470313,0.0794643866320015,0.063370026213206,1990-08-24
"166",0.0593390899920089,0.0152284562181624,0.0340371091540179,0.0116281304806639,0.00692000146516609,0,1990-08-27
"167",0.0343811366564181,0.0100255755469676,-0.00989176256832361,-0.0174931162710475,-0.0173913567470313,-0.0221740368665354,1990-08-28
"168",-0.0385048894162353,-0.00500048159476159,-0.00398392530230986,-0.00589936709766557,-0.017699719956554,-0.00449408328157996,1990-08-29
"169",-0.00829833614813737,-0.020253729027268,-0.0120482900313272,0,-0.0550593243529413,-0.0136061452065852,1990-08-30
"170",0.0246926125903714,0.0227570821226117,0.00201796254331354,0.0233932321757993,0.00751866387468725,0.0181001985942782,1990-08-31
"171",0.0121212400504098,0.00249688019858715,-0.0121707641917099,0.0171923607676448,0.00373800494637786,-0.00449408328157996,1990-09-04
"172",-0.0536212651679261,0.0148521586273462,-0.0164617542326091,0.0224725891853563,-0.0303056110338246,0,1990-09-05
"173",-0.025752774363323,-0.00987661357035369,-0.00415763098206887,-0.011173188238581,-0.0392211931533965,-0.0090498264290089,1990-09-06
"174",0.00433857475875635,0.00987706084225382,0.0103631169323993,0.0277027118389473,0.0158733491562902,0.0090499256100039,1990-09-07
"175",-0.035245903187236,-0.00987661357035369,0.00821317931439696,-0.0140877682551189,0.023347317843144,0,1990-09-10
"176",-0.00449408328157996,0.00987706084225382,0.0182376779112226,-0.0172916424589088,-0.0155045771610415,0.00449488286126024,1990-09-11
"177",0.0332258567786254,0.00978001932127942,-0.00402408578359851,-0.00583096709442001,0.0231675478310334,0,1990-09-12
"178",0.00217662942253421,-0.0122395992295811,-0.0265596043353496,-0.0236699357026895,-0.0153847405449217,-0.0458795541075025,1990-09-13
"179",0.038383824598186,0.0122397872545635,-0.0145990494211839,-0.0303973537275885,0.0115609143550947,-0.0237539033158161,1990-09-14
"180",0.0165974963472314,0.00485419928802669,-0.00843850423915141,-0.0377402895213093,0.00763378835315661,-0.00966152256229778,1990-09-17
"181",0.0163269864048334,-0.00729051131146285,-0.00637628536955556,0,0.018832549079281,-0.107520624792377,1990-09-18
"182",0.00404082485949935,0,-0.043579960882202,-0.0459099160692017,0.0111318108485485,-0.0845572997927728,1990-09-19
"183",-0.0369648595054941,-0.00244197920567426,-0.00948786780568976,-0.0481193891892788,-0.0261694525819048,-0.029853205573953,1990-09-20
"184",0.0124738767044702,0.00244201585067365,0.013513282925017,-0.0431726718653337,-0.00379519264156283,0.00604270602215111,1990-09-21
"185",-0.0336167646451507,-0.014742133222363,-0.0249168627325552,-0.116864207907915,-0.0269766189482025,-0.0305829264777938,1990-09-24
"186",0.0315480844429632,0,0.0204318410643774,0.0404910597673899,0.0532449885927741,0.0602593786526822,1990-09-25
"187",-0.00207214541117872,-0.0124532204698119,-0.0112996007084799,-0.0487901141694332,-0.0300778369167401,-0.00586516651122268,1990-09-26
"188",-0.0167372902459431,-0.00502560723552962,-0.0633275213605501,-0.0601035700874672,-0.0231673014690637,-0.0238102270070605,1990-09-27
"189",0.0613688154239026,-0.0126739766111214,0.0541945815806598,0.0928936259249471,0.0383193455050284,-0.0121211654104126,1990-09-28
"190",0.0634216476665305,0.0126743401410554,0.0316052505264384,0,0.022305375161284,-0.0372710150504683,1990-10-01
"191",-0.0187975725329676,-0.0025221780185744,-0.00892874285193101,0,0.0145989153631751,-0.0653826106142141,1990-10-02
"192",-0.00189980348437015,0.00252181754350949,-0.0226771949096801,-0.049596839444462,-0.0369046772362101,0.0266682207663714,1990-10-03
"193",-0.0250255430055523,0.0149999363462817,-0.00229663524894545,0.0251061855938512,-0.0305365300616508,0.0195447509116678,1990-10-04
"194",0.00969980442453785,-0.00997559117220725,-0.00230164675787575,0.0404910597673899,0.0191945993473903,-0.019544760546668,1990-10-05
"195",0.0191210225073842,0.0099750830220781,0.00459741567060466,-0.00796866564929985,-0.00380924597395946,-0.0266684632984009,1990-10-08
"196",-0.0465204918254825,-0.0124846094260657,-0.030270565484915,-0.0161293819298836,-0.0794069098358241,-0.0273989464103371,1990-10-09
"197",-0.0571588844282947,-0.0203057738531822,-0.0166864476312795,-0.0246923625904028,-0.0166671281154667,0.0137934317213709,1990-10-10
"198",-0.0255332157982719,-0.0129038983425231,-0.0145280225141323,-0.124053026028541,-0.0212318080886917,0.00682565214518094,1990-10-11
"199",-0.0173913567470313,0.00776179914990097,0.0335759653448705,-0.0483187752906293,0.0296005489429543,0.0465199701803464,1990-10-12
"200",-0.00881070047861758,0.0153456508929311,0.0256121896497553,0.019608490805852,0.0448136970646422,-0.00651517775334321,1990-10-15
"201",-0.0337491494963801,-0.01277120578238,-0.0543231429043126,0,-0.0120239994184333,-0.0264918302121,1990-10-16
"202",0.033749040046374,-0.0025743106962508,0.0216098168743673,-0.0295585822415686,0.0317486358145782,0.0330062510136236,1990-10-17
"203",0.0786799333644514,0,0.0350089715931624,0,0.0606246218164348,0.0870112936562929,1990-10-18
"204",0.0142135078145692,0.0279565484444239,0.0181826884524915,0.0198026272961797,0.0218192200564954,-0.0302138767560106,1990-10-19
"205",0.0317486358145782,-0.00502560723552962,-0.0320398374656639,0,0.0142854749778567,0.0361486916310883,1990-10-22
"206",0.00389839138838893,-0.0229309152907214,0.004640217519452,-0.00985237565093559,0.00706697003997452,0,1990-10-23
"207",0.0173584662961464,0,-0.0401472222302914,-0.0301530687829329,-0.0141851349920814,0,1990-10-24
"208",-0.00960599014523503,-0.0155848147863353,-0.0121211654104126,0,-0.0253178079842899,-0.0059345748055417,1990-10-25
"209",-0.0214647278202933,-0.0105262066378024,-0.014742133222363,-0.0851581861181559,-0.0259754600874716,-0.10008335329383,1990-10-26
"210",-0.0139032031690358,0.00790566769597057,0.00739856300966773,-0.0571588844282947,-0.0266684632984009,-0.0199343759746557,1990-10-29
"211",0.0217614917815127,0.0259084585159163,0.0361920930483926,0.0232564598653357,0.0266682207663714,-0.00808660866279995,1990-10-30
"212",-0.00195891742651084,0.00255473388662639,-0.0143200441593639,-0.0714594825007979,0.00749087322167467,-0.0136983960824003,1990-10-31
"213",-0.00392971121084946,0.0151900448909529,0.00718611789465967,0.0714588950166253,0,-0.00692089423356459,1990-11-01
"214",0.023347317843144,-0.00251616288449698,0.0118623631399939,0.0666918261114735,0.043802508372672,0.0800423999811815,1990-11-02
"215",0.00956907006369712,0.00090658892404514,0.0163742079575459,-0.0108112313216566,0.0350910439491631,0.0127395067899723,1990-11-05
"216",-0.0211746080314759,0.00508902889833334,-0.0093243368283186,-0.0331525219236915,-0.00345395805151687,-0.0321575560790745,1990-11-06
"217",-0.00781243777601449,-0.0205139802477077,-0.0260986255635233,-0.0342892130135255,-0.0460261376127231,-0.0198027872961925,1990-11-07
"218",-0.00392971121084946,0.0205131591223707,-0.00481959561474069,0.0454627296322496,0.0215060775613809,-0.00668932372132269,1990-11-08
"219",0.0194937560709618,0.0225860050060071,0.0379189046296812,-0.011173188238581,0.0210538050310873,0.0330062510136236,1990-11-09
"220",0.0617599770566867,-0.00248408278047446,0.0297849902513407,0.0757121134023205,0.0341327916043347,0.0629137644349576,1990-11-12
"221",-0.00363660443758313,-0.00498741651104684,0.00225445680144718,-0.0210530687723584,0.0166397876507197,0.0300324764479696,1990-11-13
