"","MSFT","XOM","GE","JPM","INTC","C","date"
"1",0.0199153660389681,0,0.034289343141517,0.0041752714104756,0.0425593644187646,0.0302401234875621,1990-01-02
"2",0.00561818838263535,-0.0100503358535015,-0.00187475625782325,0.0327895002422937,-0.028171105538151,0.0126852015441216,1990-01-03
"3",0.0289877654446547,-0.0101523612599365,-0.00564490252545496,0.00402389327157999,0.0212026272309345,-0.0126851169741251,1990-01-04
"4",-0.0247948678182591,-0.00511505964113029,-0.00947878204978265,0.00400795739753679,-0.00701756561639308,0.00847498564069687,1990-01-05
"5",0.0152255015530663,0.0152678509185955,0.00569773702368828,0,0.0139867280857328,0.00840359071268137,1990-01-08
"6",-0.00275077992839588,-0.0204088510126507,-0.0210530687723584,-0.0325231917055601,0.0273991904043074,-0.0126314418212014,1990-01-09
"7",-0.0279345620341268,0.00514175847471323,0.00193213222979077,-0.0041405603009132,-0.0273989464103371,-0.00851111701842732,1990-01-10
"8",-0.0200292529738388,0.00511489658511697,0,-0.0125261253654078,0,0.00851068119333242,1990-01-11
"9",-0.00434442335585932,-0.0258410217598255,-0.0254173001129548,-0.00843850423915141,-0.0210530687723584,-0.0521852710278293,1990-01-12
"10",0,0.0130040792552479,-0.00795253777135527,0,0.00706697003997452,-0.00447399339944661,1990-01-15
"11",0.0300237426836733,-0.00518140030043995,0.00993052867690836,-0.00424600151979089,0.054808209828328,-0.00449408328157996,1990-01-16
"12",-0.0141851349920814,-0.0157067070418586,-0.003960833755873,-0.00426407827368839,0.00332745786670589,0.0266682207663714,1990-01-17
"13",0.0822378350790428,0.0131067303177272,0.00987210997221263,-0.00858373507070183,-0.0100170030757113,0.0130721854634513,1990-01-18
"14",-0.00925368356824684,0.0129369555551274,0.0194555082337988,-0.0043193148242301,0.0166397876507197,0,1990-01-19
"15",-0.0365156551239556,-0.0339901762923818,-0.0313142120722381,-0.0307716274167541,-0.0301530687829329,-0.044254963755173,1990-01-22
"16",-0.0110801588685351,0.00265646846120932,-0.00198997869486516,-0.0271512826439756,0,-0.0321864715426534,1990-01-23
"17",0.0110803851705094,-0.00265652544121085,0.00793642311351489,0.0045765117762581,0.0334483156464146,0.00930259636599655,1990-01-24
"18",0,-0.0215066182645271,-0.0199608998206149,-0.00917395231299753,0.0065574528337393,-0.0377402895213093,1990-01-25
"19",0,0.0161725169995532,0.00803265169714905,-0.0233105930195085,0.0129872987526123,0.00956907006369712,1990-01-26
"20",0.00823004012001673,0.00533375023059993,-0.0120725812342692,-0.0238675780250055,-0.0129869667686674,-0.0047733744464422,1990-01-29
"21",-0.00273573872301336,0,0,-0.0244515166563321,-0.0131581905377816,-0.0358500003937576,1990-01-30
"22",0.0136060169205768,0,0.00806439517808234,0.019608490805852,0.0453155633005826,0.0390293486904242,1990-01-31
"23",0.0134235003320255,0,-0.00806443028208298,0.00966217052708778,-0.0127387950082256,0.00477358827641934,1990-02-01
"24",0,0.0184458249030229,0,0.00479647848354176,0,0.0281704602999428,1990-02-02
"25",0.00531882991255828,0.00260759726124688,0,0,0.0253177829842896,-0.00464075164959471,1990-02-05
"26",-0.00265652544121085,-0.0031298930089277,0.00404082485949935,-0.00961507705700273,0,-0.033099804195586,1990-02-06
"27",-0.00801100256649314,0.0157483413431391,0.0100305256572808,0.00481936816671482,0.00623054975063616,0.0377407724271927,1990-02-07
"28",0.0106669057352201,0.00260061546627737,0.00597014317697983,0,0.00619179123555934,-0.00930213098010479,1990-02-08
"29",0.00264948700744114,0.00259363362256183,0.00396014825163803,-0.00481959561474069,-0.00619213173861733,0.0046621154313874,1990-02-09
"30",0.00264250550493192,-0.0235921183563447,-0.0159363111383541,0.00481936816671482,-0.0251588462603998,-0.0235306878864027,1990-02-12
"31",0,0.00264948700744114,-0.00201001873486577,-0.00966152256229778,0.0126585415260011,-0.0143890273072141,1990-02-13
"32",0.0026355239536812,-0.0053050469105443,0.00200997863886486,0.0239821163452418,0.00626930676354849,0,1990-02-14
"33",0.0208344477275191,0.031416299326157,0.00600592825182408,0.0234205843932357,0.00623054975063616,0.0238678823499592,1990-02-15
"34",0.010256224656947,-0.0103625057855861,-0.0100301340373575,0.00461931451982097,-0.00623036850065247,0.00938977773301584,1990-02-16
"35",0.0226994079649683,-0.0131065163707501,-0.0183116393713039,-0.0280394570312457,-0.0317486983145803,-0.028437541089842,1990-02-20
"36",-0.0420175005195277,0.00526312542485103,-0.0061790510767156,-0.00475026466341692,0.00322080762606856,0,1990-02-21
"37",0.00259762325351111,-0.0105545033286074,0.00412348673116063,-0.0143890273072141,-0.00322017921626603,-0.00966152256229778,1990-02-22
"38",0.0116053961202967,0,-0.00412348991116059,-0.0145990494211839,-0.00647290411608298,0,1990-02-23
"39",0.0177898186415456,0.0235924954882736,0.0123207864288113,0.0194182397032437,0.0256424052968816,0.0380998929612412,1990-02-26
"40",-0.0126739766111214,0.0025876491462933,0.0121706364267018,-0.0194183211512469,0,-0.00468395259881672,1990-02-27
"41",0.00762386435116372,-0.0288357836824679,0.0035417206962634,0.00489002431858123,0.0188089965537133,0.00934618799958004,1990-02-28
"42",0.0125785572068349,-0.0106949880415245,-0.00202605105602559,-0.0048899362745852,0.00927386447761097,0,1990-03-01
"43",0.0368139731227164,0.00536160089533755,0.012096540947233,0.0194182397032437,0.00307227572408378,0,1990-03-02
"44",0.0143544797224532,-0.0107526025870905,-0.010070538077767,0.0143199779453618,-0.0217058773280251,-0.00466184955442278,1990-03-05
"45",-0.00715151120547801,0.0187422613853342,0.010070125657682,0.00943435617696813,0.0186342980064076,0,1990-03-06
"46",-0.0168877995371251,-0.0133517390889251,0.00399998936528215,0.00468401286381476,-0.0155045771610415,-0.00938994789703034,1990-03-07
"47",0.0334957026634446,0.00536160089533755,0.00597014317697983,0.027651158603168,0.00312012733624368,0.0279088982088137,1990-03-08
"48",0.00235023603039793,-0.00805334127617698,-0.00596978375304427,-0.0209448193492426,0.00930259636599655,0.0045765117762581,1990-03-09
"49",0.016298455636119,0.00269137499895784,-0.00399998930128213,0.0235309625263651,-0.00930213098010479,-0.00457645601825972,1990-03-12
"50",-0.0186488131957524,-0.0189962924714986,-0.0060301448330431,0,-0.00938994789703034,-0.00459755256661409,1990-03-13
"51",0.00936798310380605,0.0189964200454904,0.0160003096004089,-0.00934553377979407,-0.0126587854070308,0.0362027019972339,1990-03-14
"52",0.0343676097204233,0.00803265169714905,0.00396014825163803,-0.0189575644623784,0.022048143452292,0.00884972540913499,1990-03-15
"53",0.0266682207663714,0.0132448978025982,0.0117882448145004,-0.0193245216069216,0.0516052457256718,0.0131294305722177,1990-03-16
"54",0.0216929962850648,0,0.0135793814404387,0.00970871750859884,0.0291567796937354,-0.00873403084600918,1990-03-19
"55",-0.0305035383642147,-0.0159149740225929,-0.0077368524050736,-0.0294143926691086,-0.0115605665871552,-0.0266684632984009,1990-03-20
"56",0.00220955712975616,-0.0107526025870905,-0.00389055841706673,-0.0201006717070029,-0.0146416679870553,0,1990-03-21
"57",-0.0178177983729746,-0.00541965986072661,-0.0117649362541471,-0.0205139802477077,-0.00888939384591713,-0.0273989464103371,1990-03-22
"58",-0.00902964481466068,0.00271331562761775,0.00589956330364622,0.0406149330845155,0.0118346929410929,0.00461931451982097,1990-03-23
"59",0.0112742066180527,-0.00816322867195115,0.00391432900854399,-0.0303056110338246,0.00293668372021514,-0.00461864956004209,1990-03-26
"60",0.00892901741089329,0.018945397234358,0.0135793814404387,-0.00514119331487294,0.00875952311307863,0.0137934317213709,1990-03-27
"61",-0.01342268249436,-0.0080755194109564,0,-0.00516833285280889,-0.0116961338808427,0.022574272931395,1990-03-28
"62",-0.00451517809220704,-0.00270665970076842,-0.00579676884717745,-0.0156660746391371,-0.0148152051881328,-0.0089691024152863,1990-03-29
"63",0.00225944552941637,0,-0.00388353115480277,-0.0159149740225929,-0.00298946399806943,-0.0090498264290089,1990-03-30
"64",0.00674917300631852,0.00270633457071554,-0.00389858963440859,-0.0161730820717128,-0.0029984909842447,-0.0183493238533989,1990-04-02
"65",0.0395658458958162,0.0187422613853342,0.0155041865359653,0.0320886092882991,0.0149033907096754,0.0363676084565885,1990-04-03
"66",0.00858405138365182,-0.0133517390889251,-0.011605079194347,0,0.00589956330364622,0.0044540659048954,1990-04-04
"67",-0.0215996008865509,-0.00539050268899037,0.00194410899486657,-0.0320883688993281,-0.0118347552660948,0.0132448978025982,1990-04-05
"68",-0.00218538621787495,-0.00270665970076842,0,-0.00544982334682351,-0.0149928329245111,0.00873374953396958,1990-04-06
"69",0.00218560981384998,-0.00271367869768357,0.00194011675577946,0.0162600853878146,0.00301644594905324,-0.00873403084600918,1990-04-09
"70",0.0301101065560696,0,-0.00193988035180729,0,0.0179106425428214,0.0216929962850648,1990-04-10
"71",0.0251061855938512,-0.00818540924398909,0.00773699213606389,0.00536160089533755,0.0117645257900627,0.0170213120419339,1990-04-11
"72",-0.00206813712203677,0.0027362530428811,0.0171923607676448,0.047005715845265,-0.00586516651122268,-0.0042279250926564,1990-04-12
"73",0.00619179123555934,-0.00273573872301336,0.0112999148044305,-0.0154243459733078,0,0.0251061855938512,1990-04-16
"74",0.0203671737921673,0.0027362530428811,0.00187124812266975,0.0051676247975583,-0.00294533323862201,0.0244906409759659,1990-04-17
"75",-0.0224266069215569,-0.00547898224825899,-0.0056227782311688,-0.00516833285280889,-0.0329861087524803,-0.0369648595054941,1990-04-18
